"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  1.74    ,  0.07  
MgO     ,  3.97    ,  0.08  
Al2O3   ,  4.52    ,  0.10  
SiO2    , 22.13    ,  0.32  
P2O5    ,  0.76    ,  0.05  
SO3     , 33.91    ,  0.35  
Cl      ,  0.96    ,  0.03  
K2O     ,  0.31    ,  0.01  
CaO     , 24.01    ,  0.25  
TiO2    ,  0.32    ,  0.02  
Cr2O3   ,  0.11    ,  0.01  
MnO     ,  0.12    ,  0.01  
FeO     ,  6.91    ,  0.13  
Ni      ,  0.0279  ,  0.0015
Zn      ,  0.0672  ,  0.0025
Br      ,  0.0051  ,  0.0005
