"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.26    ,  0.14  
MgO     ,  5.12    ,  0.17  
Al2O3   ,  8.28    ,  0.19  
SiO2    , 44.99    ,  0.54  
P2O5    ,  0.62    ,  0.05  
SO3     , 11.25    ,  0.12  
Cl      ,  1.14    ,  0.02  
K2O     ,  0.76    ,  0.02  
CaO     ,  7.87    ,  0.08  
TiO2    ,  1.01    ,  0.03  
Cr2O3   ,  0.32    ,  0.01  
MnO     ,  0.18    ,  0.01  
FeO     , 15.95    ,  0.20  
Ni      ,  0.0928  ,  0.0050
Zn      ,  0.0697  ,  0.0025
Br      ,  0.0190  ,  0.0010
