"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  3.39    ,  0.14  
MgO     ,  6.29    ,  0.17  
Al2O3   ,  9.29    ,  0.19  
SiO2    , 46.64    ,  0.54  
P2O5    ,  1.09    ,  0.07  
SO3     ,  3.71    ,  0.08  
Cl      ,  0.91    ,  0.02  
K2O     ,  0.89    ,  0.04  
CaO     ,  5.88    ,  0.07  
TiO2    ,  1.07    ,  0.03  
Cr2O3   ,  0.31    ,  0.01  
MnO     ,  0.27    ,  0.01  
FeO     , 19.94    ,  0.26  
Ni      ,  0.0739  ,  0.0040
Zn      ,  0.1598  ,  0.0050
Br      ,  0.0131  ,  0.0010
