"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.84    ,  0.14  
MgO     ,  5.42    ,  0.17  
Al2O3   ,  9.73    ,  0.29  
SiO2    , 49.40    ,  0.54  
P2O5    ,  0.78    ,  0.05  
SO3     ,  7.16    ,  0.12  
Cl      ,  1.17    ,  0.03  
K2O     ,  0.79    ,  0.02  
CaO     ,  4.40    ,  0.06  
TiO2    ,  0.91    ,  0.03  
Cr2O3   ,  0.29    ,  0.01  
MnO     ,  0.10    ,  0.01  
FeO     , 16.78    ,  0.20  
Ni      ,  0.0878  ,  0.0045
Zn      ,  0.0812  ,  0.0025
Br      ,  0.0079  ,  0.0005
