"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.70    ,  0.20  
MgO     ,  6.99    ,  0.25  
Al2O3   ,  8.76    ,  0.29  
SiO2    , 46.74    ,  0.75  
P2O5    ,  0.78    ,  0.07  
SO3     ,  4.03    ,  0.17  
Cl      ,  1.08    ,  0.06  
K2O     ,  0.91    ,  0.04  
CaO     ,  4.41    ,  0.10  
TiO2    ,  1.14    ,  0.07  
Cr2O3   ,  0.37    ,  0.05  
MnO     ,  0.26    ,  0.03  
FeO     , 21.54    ,  0.26  
Ni      ,  0.0880  ,  0.0070
Zn      ,  0.0894  ,  0.0050
Br      ,  0.0441  ,  0.0025
