"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.45    ,  0.20  
MgO     ,  6.99    ,  0.25  
Al2O3   ,  9.14    ,  0.29  
SiO2    , 46.86    ,  0.54  
P2O5    ,  0.81    ,  0.07  
SO3     ,  4.11    ,  0.15  
Cl      ,  1.05    ,  0.06  
K2O     ,  0.86    ,  0.04  
CaO     ,  4.04    ,  0.10  
TiO2    ,  0.90    ,  0.05  
Cr2O3   ,  0.45    ,  0.05  
MnO     ,  0.20    ,  0.03  
FeO     , 21.68    ,  0.26  
Ni      ,  0.0751  ,  0.0065
Zn      ,  0.1180  ,  0.0050
Br      ,  0.0479  ,  0.0020
