"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  5.42    ,  0.20  
MgO     ,  3.08    ,  0.17  
Al2O3   , 16.22    ,  0.38  
SiO2    , 51.22    ,  0.64  
P2O5    ,  0.62    ,  0.05  
SO3     ,  2.13    ,  0.10  
Cl      ,  0.89    ,  0.04  
K2O     ,  2.23    ,  0.07  
CaO     ,  5.71    ,  0.08  
TiO2    ,  0.54    ,  0.05  
Cr2O3   ,  0.07    ,  0.03  
MnO     ,  0.18    ,  0.03  
FeO     , 11.48    ,  0.13  
Ni      ,  0.0097  ,  0.0025
Zn      ,  0.0617  ,  0.0025
Br      ,  0.0033  ,  0.0010
