"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  3.55    ,  0.14  
MgO     ,  9.09    ,  0.25  
Al2O3   ,  9.25    ,  0.19  
SiO2    , 41.54    ,  0.43  
P2O5    ,  0.69    ,  0.05  
SO3     ,  3.18    ,  0.05  
Cl      ,  0.84    ,  0.02  
K2O     ,  0.99    ,  0.04  
CaO     ,  6.14    ,  0.07  
TiO2    ,  0.87    ,  0.03  
Cr2O3   ,  0.46    ,  0.01  
MnO     ,  0.53    ,  0.01  
FeO     , 22.71    ,  0.26  
Ni      ,  0.0455  ,  0.0025
Zn      ,  0.0476  ,  0.0015
Br      ,  0.0068  ,  0.0005
