"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.44    ,  0.14  
MgO     ,  7.05    ,  0.17  
Al2O3   ,  9.01    ,  0.19  
SiO2    , 48.18    ,  0.54  
P2O5    ,  0.77    ,  0.05  
SO3     ,  5.40    ,  0.08  
Cl      ,  1.75    ,  0.03  
K2O     ,  0.99    ,  0.04  
CaO     ,  3.12    ,  0.04  
TiO2    ,  1.11    ,  0.03  
Cr2O3   ,  0.32    ,  0.01  
MnO     ,  0.48    ,  0.01  
FeO     , 18.98    ,  0.20  
Ni      ,  0.0776  ,  0.0040
Zn      ,  0.2089  ,  0.0065
Br      ,  0.0475  ,  0.0015
