"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.74    ,  0.14  
MgO     ,  5.58    ,  0.17  
Al2O3   ,  9.98    ,  0.29  
SiO2    , 50.37    ,  0.54  
P2O5    ,  0.90    ,  0.05  
SO3     ,  5.85    ,  0.08  
Cl      ,  1.69    ,  0.03  
K2O     ,  1.00    ,  0.04  
CaO     ,  3.59    ,  0.04  
TiO2    ,  0.98    ,  0.03  
Cr2O3   ,  0.28    ,  0.01  
MnO     ,  0.24    ,  0.01  
FeO     , 16.57    ,  0.20  
Ni      ,  0.0903  ,  0.0050
Zn      ,  0.0822  ,  0.0025
Br      ,  0.0046  ,  0.0005
