"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.55    ,  0.14  
MgO     ,  4.95    ,  0.17  
Al2O3   ,  8.39    ,  0.19  
SiO2    , 46.75    ,  0.54  
P2O5    ,  1.15    ,  0.07  
SO3     ,  8.09    ,  0.10  
Cl      ,  1.16    ,  0.02  
K2O     ,  0.81    ,  0.04  
CaO     ,  4.62    ,  0.06  
TiO2    ,  1.06    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  0.15    ,  0.01  
FeO     , 19.74    ,  0.26  
Ni      ,  0.1037  ,  0.0055
Zn      ,  0.1019  ,  0.0035
Br      ,  0.0084  ,  0.0005
