"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.90    ,  0.14  
MgO     ,  4.78    ,  0.17  
Al2O3   ,  9.97    ,  0.29  
SiO2    , 50.59    ,  0.54  
P2O5    ,  0.57    ,  0.05  
SO3     ,  6.62    ,  0.08  
Cl      ,  1.15    ,  0.02  
K2O     ,  1.04    ,  0.04  
CaO     ,  4.79    ,  0.06  
TiO2    ,  1.00    ,  0.03  
Cr2O3   ,  0.31    ,  0.01  
MnO     ,  0.14    ,  0.01  
FeO     , 15.80    ,  0.20  
Ni      ,  0.1011  ,  0.0055
Zn      ,  0.0988  ,  0.0030
Br      ,  0.0091  ,  0.0005
