"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.29    ,  0.14  
MgO     ,  6.15    ,  0.17  
Al2O3   ,  8.76    ,  0.19  
SiO2    , 47.99    ,  0.54  
P2O5    ,  0.99    ,  0.07  
SO3     ,  5.39    ,  0.08  
Cl      ,  0.80    ,  0.02  
K2O     ,  0.93    ,  0.04  
CaO     ,  3.48    ,  0.04  
TiO2    ,  1.10    ,  0.03  
Cr2O3   ,  0.33    ,  0.01  
MnO     ,  0.22    ,  0.01  
FeO     , 21.25    ,  0.26  
Ni      ,  0.0882  ,  0.0045
Zn      ,  0.1083  ,  0.0035
Br      ,  0.0175  ,  0.0010
