"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.34    ,  0.14  
MgO     ,  6.82    ,  0.17  
Al2O3   ,  7.60    ,  0.19  
SiO2    , 38.86    ,  0.43  
P2O5    ,  0.76    ,  0.05  
SO3     , 13.84    ,  0.17  
Cl      ,  1.02    ,  0.03  
K2O     ,  0.60    ,  0.02  
CaO     ,  9.64    ,  0.10  
TiO2    ,  0.90    ,  0.03  
Cr2O3   ,  0.27    ,  0.01  
MnO     ,  0.20    ,  0.01  
FeO     , 16.92    ,  0.20  
Ni      ,  0.0606  ,  0.0035
Zn      ,  0.0837  ,  0.0030
Br      ,  0.0309  ,  0.0010
