"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.46    ,  0.20  
MgO     ,  7.99    ,  0.25  
Al2O3   ,  8.15    ,  0.29  
SiO2    , 39.49    ,  0.64  
P2O5    ,  0.90    ,  0.07  
SO3     , 11.26    ,  0.28  
Cl      ,  1.02    ,  0.05  
K2O     ,  0.60    ,  0.04  
CaO     ,  7.19    ,  0.11  
TiO2    ,  1.00    ,  0.05  
Cr2O3   ,  0.29    ,  0.03  
MnO     ,  0.29    ,  0.03  
FeO     , 19.11    ,  0.20  
Ni      ,  0.0892  ,  0.0065
Zn      ,  0.0749  ,  0.0040
Br      ,  0.0196  ,  0.0015
