"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.03    ,  0.14  
MgO     ,  6.21    ,  0.17  
Al2O3   ,  5.42    ,  0.19  
SiO2    , 26.73    ,  0.32  
P2O5    ,  0.81    ,  0.05  
SO3     ,  8.76    ,  0.12  
Cl      ,  3.46    ,  0.05  
K2O     ,  0.43    ,  0.02  
CaO     ,  3.96    ,  0.04  
TiO2    ,  0.75    ,  0.03  
Cr2O3   ,  0.18    ,  0.03  
MnO     ,  0.13    ,  0.01  
FeO     , 40.89    ,  0.46  
Ni      ,  0.0362  ,  0.0030
Zn      ,  0.0859  ,  0.0030
Br      ,  0.0073  ,  0.0010
