"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.61    ,  0.14  
MgO     ,  5.81    ,  0.17  
Al2O3   ,  9.01    ,  0.19  
SiO2    , 47.48    ,  0.54  
P2O5    ,  0.94    ,  0.07  
SO3     ,  6.54    ,  0.10  
Cl      ,  1.28    ,  0.03  
K2O     ,  0.91    ,  0.04  
CaO     ,  3.94    ,  0.04  
TiO2    ,  1.00    ,  0.03  
Cr2O3   ,  0.33    ,  0.01  
MnO     ,  0.21    ,  0.01  
FeO     , 19.66    ,  0.26  
Ni      ,  0.0911  ,  0.0050
Zn      ,  0.0969  ,  0.0030
Br      ,  0.0052  ,  0.0005
