"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  3.21    ,  0.14  
MgO     ,  7.27    ,  0.17  
Al2O3   , 10.88    ,  0.29  
SiO2    , 45.41    ,  0.54  
P2O5    ,  0.96    ,  0.07  
SO3     ,  6.89    ,  0.15  
Cl      ,  0.99    ,  0.03  
K2O     ,  0.84    ,  0.04  
CaO     ,  7.20    ,  0.08  
TiO2    ,  1.03    ,  0.03  
Cr2O3   ,  0.25    ,  0.03  
MnO     ,  0.29    ,  0.03  
FeO     , 14.62    ,  0.20  
Ni      ,  0.0340  ,  0.0030
Zn      ,  0.0383  ,  0.0020
Br      ,  0.0048  ,  0.0010
