"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.33    ,  0.14  
MgO     ,  4.76    ,  0.17  
Al2O3   ,  8.73    ,  0.19  
SiO2    , 48.32    ,  0.54  
P2O5    ,  1.03    ,  0.07  
SO3     ,  9.16    ,  0.15  
Cl      ,  1.27    ,  0.04  
K2O     ,  0.86    ,  0.04  
CaO     ,  5.79    ,  0.07  
TiO2    ,  1.00    ,  0.05  
Cr2O3   ,  0.29    ,  0.03  
MnO     ,  0.11    ,  0.01  
FeO     , 15.98    ,  0.20  
Ni      ,  0.0913  ,  0.0050
Zn      ,  0.0972  ,  0.0030
Br      ,  0.0494  ,  0.0015
