"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.32    ,  0.14  
MgO     ,  4.65    ,  0.17  
Al2O3   ,  9.50    ,  0.29  
SiO2    , 53.11    ,  0.54  
P2O5    ,  1.19    ,  0.07  
SO3     ,  4.46    ,  0.08  
Cl      ,  1.15    ,  0.02  
K2O     ,  0.96    ,  0.04  
CaO     ,  3.47    ,  0.04  
TiO2    ,  1.12    ,  0.05  
Cr2O3   ,  0.32    ,  0.01  
MnO     ,  0.11    ,  0.01  
FeO     , 17.28    ,  0.20  
Ni      ,  0.1080  ,  0.0055
Zn      ,  0.1103  ,  0.0035
Br      ,  0.0607  ,  0.0020
