"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.35    ,  0.14  
MgO     ,  4.79    ,  0.17  
Al2O3   ,  8.30    ,  0.19  
SiO2    , 44.16    ,  0.54  
P2O5    ,  0.94    ,  0.07  
SO3     , 12.09    ,  0.17  
Cl      ,  0.78    ,  0.03  
K2O     ,  0.75    ,  0.02  
CaO     ,  7.44    ,  0.08  
TiO2    ,  1.01    ,  0.03  
Cr2O3   ,  0.31    ,  0.01  
MnO     ,  0.19    ,  0.01  
FeO     , 16.67    ,  0.20  
Ni      ,  0.0713  ,  0.0040
Zn      ,  0.0554  ,  0.0020
Br      ,  0.0140  ,  0.0010
