"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.29    ,  0.20  
MgO     ,  6.27    ,  0.25  
Al2O3   ,  8.93    ,  0.29  
SiO2    , 47.99    ,  0.75  
P2O5    ,  1.03    ,  0.07  
SO3     ,  5.57    ,  0.17  
Cl      ,  0.78    ,  0.05  
K2O     ,  0.86    ,  0.04  
CaO     ,  3.81    ,  0.08  
TiO2    ,  1.17    ,  0.05  
Cr2O3   ,  0.33    ,  0.03  
MnO     ,  0.16    ,  0.03  
FeO     , 20.45    ,  0.26  
Ni      ,  0.0999  ,  0.0065
Zn      ,  0.1550  ,  0.0055
Br      ,  0.0161  ,  0.0015
