"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.49    ,  0.14  
MgO     ,  4.91    ,  0.17  
Al2O3   ,  9.90    ,  0.29  
SiO2    , 50.46    ,  0.54  
P2O5    ,  0.84    ,  0.05  
SO3     ,  5.88    ,  0.10  
Cl      ,  1.33    ,  0.03  
K2O     ,  0.83    ,  0.04  
CaO     ,  4.40    ,  0.06  
TiO2    ,  1.06    ,  0.03  
Cr2O3   ,  0.34    ,  0.01  
MnO     ,  0.11    ,  0.01  
FeO     , 17.17    ,  0.20  
Ni      ,  0.0869  ,  0.0045
Zn      ,  0.0397  ,  0.0015
Br      ,  0.0140  ,  0.0010
