"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.04    ,  0.20  
MgO     ,  3.81    ,  0.17  
Al2O3   ,  8.92    ,  0.19  
SiO2    , 48.61    ,  0.64  
P2O5    ,  1.02    ,  0.07  
SO3     , 15.44    ,  0.30  
Cl      ,  0.90    ,  0.05  
K2O     ,  0.58    ,  0.04  
CaO     ,  7.74    ,  0.13  
TiO2    ,  1.00    ,  0.07  
Cr2O3   ,  0.36    ,  0.03  
MnO     ,  0.11    ,  0.03  
FeO     ,  9.13    ,  0.13  
Ni      ,  0.0341  ,  0.0040
Zn      ,  0.1039  ,  0.0045
Br      ,  0.0084  ,  0.0010
