"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.62    ,  0.14  
MgO     ,  9.73    ,  0.25  
Al2O3   ,  9.10    ,  0.19  
SiO2    , 42.72    ,  0.54  
P2O5    ,  0.77    ,  0.05  
SO3     ,  4.08    ,  0.10  
Cl      ,  0.58    ,  0.03  
K2O     ,  0.45    ,  0.02  
CaO     ,  7.22    ,  0.08  
TiO2    ,  0.99    ,  0.03  
Cr2O3   ,  0.53    ,  0.03  
MnO     ,  0.44    ,  0.03  
FeO     , 20.63    ,  0.26  
Ni      ,  0.0570  ,  0.0030
Zn      ,  0.0213  ,  0.0015
Br      ,  0.0022  ,  0.0005
