"Target: Stephen_Raster3, Contains DAT files: APB_453332999ESC06290311330_______M1.DAT"
12658.6  ,      23
12683.0  ,      19
12707.4  ,      27
12731.8  ,      16
12756.2  ,      28
12780.6  ,      19
12805.0  ,      26
12829.3  ,      24
12853.7  ,      28
12878.1  ,      15
12902.5  ,      29
12926.9  ,      26
12951.3  ,      29
12975.7  ,      28
13000.1  ,      32
13024.5  ,      32
13048.9  ,      35
13073.3  ,      48
13097.7  ,      51
13122.0  ,      55
13146.4  ,      81
13170.8  ,      81
13195.2  ,     102
13219.6  ,      98
13244.0  ,     129
13268.4  ,     148
13292.8  ,     121
13317.2  ,     133
13341.6  ,     170
13366.0  ,     136
13390.4  ,     162
13414.8  ,     147
13439.1  ,     188
13463.5  ,     157
13487.9  ,     148
13512.3  ,     160
13536.7  ,     135
13561.1  ,     126
13585.5  ,     124
13609.9  ,     131
13634.3  ,     111
13658.7  ,     122
13683.1  ,     112
13707.5  ,     107
13731.8  ,      92
13756.2  ,      81
13780.6  ,      82
13805.0  ,      83
13829.4  ,      68
13853.8  ,      61
13878.2  ,      49
13902.6  ,      62
13927.0  ,      64
13951.4  ,      54
13975.8  ,      58
14000.2  ,      73
14024.6  ,      88
14048.9  ,      81
14073.3  ,     121
14097.7  ,     107
14122.1  ,     128
14146.5  ,     148
14170.9  ,     170
14195.3  ,     188
14219.7  ,     215
14244.1  ,     212
14268.5  ,     219
14292.9  ,     222
14317.3  ,     195
14341.6  ,     154
14366.0  ,     137
14390.4  ,     102
14414.8  ,      91
14439.2  ,      55
14463.6  ,      38
14488.0  ,      33
14512.4  ,      26
14536.8  ,      25
14561.2  ,      17
14585.6  ,      10
14610.0  ,       9
14634.4  ,      16
14658.7  ,      16
14683.1  ,      22
14707.5  ,      15
14731.9  ,       7
14756.3  ,       9
14780.7  ,      14
14805.1  ,      12
14829.5  ,      18
14853.9  ,      11
14878.3  ,      16
14902.7  ,      21
14927.1  ,      18
14951.4  ,      23
14975.8  ,      17
15000.2  ,      18
15024.6  ,      16
15049.0  ,      25
15073.4  ,      19
15097.8  ,      21
15122.2  ,      17
15146.6  ,      22
15171.0  ,      17
15195.4  ,      16
15219.8  ,      15
15244.2  ,      32
15268.5  ,      32
15292.9  ,      25
15317.3  ,      29
15341.7  ,      26
15366.1  ,      31
15390.5  ,      43
15414.9  ,      35
15439.3  ,      22
15463.7  ,      54
15488.1  ,      52
15512.5  ,      55
15536.9  ,      68
15561.2  ,      81
15585.6  ,     104
15610.0  ,     126
15634.4  ,     150
15658.8  ,     168
15683.2  ,     196
15707.6  ,     190
15732.0  ,     242
15756.4  ,     209
15780.8  ,     239
15805.2  ,     194
15829.6  ,     206
15854.0  ,     148
15878.3  ,     146
15902.7  ,      95
15927.1  ,      96
15951.5  ,      88
15975.9  ,      52
16000.3  ,      66
16024.7  ,      49
16049.1  ,      49
16073.5  ,      54
16097.9  ,      64
16122.3  ,      62
16146.7  ,      50
16171.0  ,      65
16195.4  ,      69
16219.8  ,      67
16244.2  ,      64
16268.6  ,      66
16293.0  ,      85
16317.4  ,      73
16341.8  ,      80
16366.2  ,      65
16390.6  ,      69
16415.0  ,      68
16439.4  ,      62
16463.8  ,      62
16488.1  ,      67
16512.5  ,      69
16536.9  ,      72
16561.3  ,      67
16585.7  ,      67
16610.1  ,      59
16634.5  ,      78
16658.9  ,      74
16683.3  ,      84
16707.7  ,      84
16732.1  ,     101
16756.5  ,      92
16780.8  ,      82
16805.2  ,      95
16829.6  ,      94
16854.0  ,     116
16878.4  ,     137
16902.8  ,     133
16927.2  ,     143
16951.6  ,     136
16976.0  ,     159
17000.4  ,     172
17024.8  ,     179
17049.2  ,     177
17073.5  ,     184
17097.9  ,     182
17122.3  ,     193
17146.7  ,     188
17171.1  ,     186
17195.5  ,     169
17219.9  ,     211
17244.3  ,     181
17268.7  ,     179
17293.1  ,     171
17317.5  ,     129
17341.9  ,     139
17366.3  ,     153
17390.6  ,     128
17415.0  ,     118
17439.4  ,      92
17463.8  ,      89
17488.2  ,      83
17512.6  ,      91
17537.0  ,      81
17561.4  ,      75
17585.8  ,      86
17610.2  ,      80
17634.6  ,      81
17659.0  ,      72
17683.3  ,      78
17707.7  ,      55
17732.1  ,      61
17756.5  ,      60
17780.9  ,      54
17805.3  ,      46
17829.7  ,      52
17854.1  ,      59
17878.5  ,      38
17902.9  ,      33
17927.3  ,      51
17951.7  ,      45
17976.1  ,      38
18000.4  ,      43
18024.8  ,      44
18049.2  ,      41
18073.6  ,      31
18098.0  ,      54
18122.4  ,      77
18146.8  ,      78
18171.2  ,      93
18195.6  ,     116
18220.0  ,     153
18244.4  ,     144
18268.8  ,     156
18293.1  ,     161
18317.5  ,     181
18341.9  ,     136
18366.3  ,     141
18390.7  ,     112
18415.1  ,     100
18439.5  ,      64
18463.9  ,      54
18488.3  ,      56
18512.7  ,      37
18537.1  ,      29
18561.5  ,      14
18585.9  ,      24
18610.2  ,      12
18634.6  ,      17
18659.0  ,      16
18683.4  ,      13
18707.8  ,      16
18732.2  ,       7
18756.6  ,       4
18781.0  ,       5
18805.4  ,      11
18829.8  ,      15
18854.2  ,      10
18878.6  ,      13
18902.9  ,      10
18927.3  ,       7
18951.7  ,      18
18976.1  ,      15
19000.5  ,      17
19024.9  ,      13
19049.3  ,      12
19073.7  ,      13
19098.1  ,      15
19122.5  ,      13
19146.9  ,      19
19171.3  ,      16
19195.7  ,      19
19220.0  ,      13
19244.4  ,      16
19268.8  ,      22
19293.2  ,      21
19317.6  ,      18
19342.0  ,      22
19366.4  ,      24
19390.8  ,      19
19415.2  ,      25
19439.6  ,      29
19464.0  ,      28
19488.4  ,      27
19512.7  ,      28
19537.1  ,      19
19561.5  ,      24
19585.9  ,      34
19610.3  ,      35
19634.7  ,      35
19659.1  ,      48
19683.5  ,      36
19707.9  ,      44
19732.3  ,      45
19756.7  ,      37
19781.1  ,      35
19805.5  ,      49
19829.8  ,      44
19854.2  ,      55
19878.6  ,      53
19903.0  ,      37
19927.4  ,      46
19951.8  ,      39
19976.2  ,      39
20000.6  ,      39
20025.0  ,      39
20049.4  ,      45
20073.8  ,      16
20098.2  ,      44
20122.5  ,      24
20146.9  ,      25
20171.3  ,      42
20195.7  ,      30
20220.1  ,      21
20244.5  ,      21
20268.9  ,      25
20293.3  ,      20
20317.7  ,      22
20342.1  ,      25
20366.5  ,      25
20390.9  ,      20
20415.3  ,      18
20439.6  ,      24
20464.0  ,      28
20488.4  ,      14
20512.8  ,      20
20537.2  ,      14
20561.6  ,      22
20586.0  ,      20
20610.4  ,      25
20634.8  ,      14
20659.2  ,      24
20683.6  ,       8
20708.0  ,      10
20732.3  ,      15
20756.7  ,      15
20781.1  ,      14
20805.5  ,      14
20829.9  ,      11
20854.3  ,       9
20878.7  ,       9
20903.1  ,      10
20927.5  ,      10
20951.9  ,      14
20976.3  ,       6
21000.7  ,       6
21025.1  ,      12
21049.4  ,      17
21073.8  ,       6
21098.2  ,      12
21122.6  ,       9
21147.0  ,      11
21171.4  ,      10
21195.8  ,      10
21220.2  ,      15
21244.6  ,      13
21269.0  ,      22
21293.4  ,      20
21317.8  ,      19
21342.1  ,      23
21366.5  ,      31
21390.9  ,      40
21415.3  ,      32
21439.7  ,      34
21464.1  ,      46
21488.5  ,      29
21512.9  ,      32
21537.3  ,      17
21561.7  ,      24
21586.1  ,      20
21610.5  ,      22
21634.9  ,      10
21659.2  ,       9
21683.6  ,      10
21708.0  ,       5
21732.4  ,       7
21756.8  ,       5
21781.2  ,       6
21805.6  ,       2
21830.0  ,       2
21854.4  ,       5
21878.8  ,       5
21903.2  ,       2
21927.6  ,       5
21951.9  ,       3
21976.3  ,      11
22000.7  ,       9
22025.1  ,       6
22049.5  ,       7
22073.9  ,       7
22098.3  ,       5
22122.7  ,       9
22147.1  ,       6
22171.5  ,       8
22195.9  ,      12
22220.3  ,      11
22244.7  ,      11
22269.0  ,      11
22293.4  ,      14
22317.8  ,       6
22342.2  ,       5
22366.6  ,       8
22391.0  ,      10
22415.4  ,       5
22439.8  ,       4
22464.2  ,       4
22488.6  ,       9
22513.0  ,       2
22537.4  ,       2
22561.7  ,       3
22586.1  ,       3
22610.5  ,       2
22634.9  ,       9
22659.3  ,       6
22683.7  ,       6
22708.1  ,       7
22732.5  ,       3
22756.9  ,       5
22781.3  ,       8
22805.7  ,       4
22830.1  ,       2
22854.5  ,       4
22878.8  ,       6
22903.2  ,       2
22927.6  ,       8
22952.0  ,       2
22976.4  ,       5
23000.8  ,       6
23025.2  ,       2
23049.6  ,       2
23074.0  ,       6
23098.4  ,       8
23122.8  ,       6
23147.2  ,       6
23171.5  ,       7
23195.9  ,       1
23220.3  ,       3
23244.7  ,       3
23269.1  ,       2
23293.5  ,       4
23317.9  ,       4
23342.3  ,       4
23366.7  ,       5
23391.1  ,       3
23415.5  ,       2
23439.9  ,       2
23464.2  ,       5
23488.6  ,       6
23513.0  ,       9
23537.4  ,       2
23561.8  ,       3
23586.2  ,       4
23610.6  ,       3
23635.0  ,       4
23659.4  ,       2
23683.8  ,       6
23708.2  ,       0
23732.6  ,       3
23757.0  ,       4
23781.3  ,       7
23805.7  ,       4
23830.1  ,       4
23854.5  ,       7
23878.9  ,       4
23903.3  ,       0
23927.7  ,       3
23952.1  ,       7
23976.5  ,       7
24000.9  ,       5
24025.3  ,       1
24049.7  ,       4
24074.0  ,       4
24098.4  ,       5
24122.8  ,       4
24147.2  ,       5
24171.6  ,       7
24196.0  ,       8
24220.4  ,       3
24244.8  ,       5
24269.2  ,       8
24293.6  ,       2
24318.0  ,       4
24342.4  ,       4
24366.8  ,       4
24391.1  ,       5
24415.5  ,       1
24439.9  ,       5
24464.3  ,       5
24488.7  ,       6
24513.1  ,       8
24537.5  ,       5
24561.9  ,       2
24586.3  ,       5
24610.7  ,       1
24635.1  ,       2
24659.5  ,      10
24683.8  ,       3
24708.2  ,       4
24732.6  ,       6
24757.0  ,       8
24781.4  ,       4
24805.8  ,       3
24830.2  ,       4
24854.6  ,       5
24879.0  ,       6
24903.4  ,       2
24927.8  ,       7
24952.2  ,       3
24976.6  ,       4
25000.9  ,       9
25025.3  ,       3
25049.7  ,       3
25074.1  ,       3
25098.5  ,       5
25122.9  ,       4
25147.3  ,       2
25171.7  ,       9
25196.1  ,       5
25220.5  ,       9
25244.9  ,       2
25269.3  ,       4
25293.6  ,       7
25318.0  ,       4
25342.4  ,       4
25366.8  ,       6
25391.2  ,       3
25415.6  ,       6
25440.0  ,   11817
