"Target: Stephen_Raster3, Contains DAT files: APB_453332999ESC06290311330_______M1.DAT"
  487.0  ,     900
  511.4  ,       0
  535.8  ,       0
  560.2  ,       0
  584.6  ,       0
  609.0  ,     116
  633.4  ,       0
  657.7  ,       0
  682.1  ,       0
  706.5  ,     149
  730.9  ,     187
  755.3  ,     217
  779.7  ,     210
  804.1  ,     225
  828.5  ,     193
  852.9  ,     204
  877.3  ,     236
  901.7  ,     241
  926.1  ,     257
  950.4  ,     342
  974.8  ,     417
  999.2  ,     487
 1023.6  ,     500
 1048.0  ,     493
 1072.4  ,     483
 1096.8  ,     612
 1121.2  ,     901
 1145.6  ,    1338
 1170.0  ,    2107
 1194.4  ,    2791
 1218.8  ,    3566
 1243.2  ,    3834
 1267.5  ,    3631
 1291.9  ,    3032
 1316.3  ,    2119
 1340.7  ,    1486
 1365.1  ,    1038
 1389.5  ,     968
 1413.9  ,    1172
 1438.3  ,    1404
 1462.7  ,    1615
 1487.1  ,    1587
 1511.5  ,    1427
 1535.9  ,    1230
 1560.2  ,    1077
 1584.6  ,    1193
 1609.0  ,    1734
 1633.4  ,    2828
 1657.8  ,    4315
 1682.2  ,    5953
 1706.6  ,    7201
 1731.0  ,    7825
 1755.4  ,    7322
 1779.8  ,    5970
 1804.2  ,    4047
 1828.6  ,    2460
 1853.0  ,    1480
 1877.3  ,     834
 1901.7  ,     492
 1926.1  ,     352
 1950.5  ,     298
 1974.9  ,     232
 1999.3  ,     210
 2023.7  ,     210
 2048.1  ,     153
 2072.5  ,     144
 2096.9  ,     127
 2121.3  ,     124
 2145.7  ,     119
 2170.0  ,     177
 2194.4  ,     210
 2218.8  ,     368
 2243.2  ,     396
 2267.6  ,     545
 2292.0  ,     617
 2316.4  ,     559
 2340.8  ,     414
 2365.2  ,     407
 2389.6  ,     271
 2414.0  ,     190
 2438.4  ,     190
 2462.8  ,     189
 2487.1  ,     241
 2511.5  ,     332
 2535.9  ,     465
 2560.3  ,     560
 2584.7  ,     704
 2609.1  ,     750
 2633.5  ,     699
 2657.9  ,     658
 2682.3  ,     484
 2706.7  ,     355
 2731.1  ,     218
 2755.5  ,     159
 2779.8  ,     130
 2804.2  ,     128
 2828.6  ,     118
 2853.0  ,     108
 2877.4  ,     100
 2901.8  ,      73
 2926.2  ,      72
 2950.6  ,      78
 2975.0  ,      61
 2999.4  ,      44
 3023.8  ,      51
 3048.2  ,      41
 3072.6  ,      54
 3096.9  ,      47
 3121.3  ,      64
 3145.7  ,      85
 3170.1  ,     103
 3194.5  ,     192
 3218.9  ,     261
 3243.3  ,     339
 3267.7  ,     418
 3292.1  ,     423
 3316.5  ,     470
 3340.9  ,     430
 3365.3  ,     310
 3389.6  ,     210
 3414.0  ,     179
 3438.4  ,     131
 3462.8  ,     105
 3487.2  ,     120
 3511.6  ,     140
 3536.0  ,     165
 3560.4  ,     220
 3584.8  ,     301
 3609.2  ,     425
 3633.6  ,     540
 3658.0  ,     600
 3682.4  ,     619
 3706.7  ,     540
 3731.1  ,     449
 3755.5  ,     349
 3779.9  ,     217
 3804.3  ,     152
 3828.7  ,      89
 3853.1  ,      76
 3877.5  ,      59
 3901.9  ,      74
 3926.3  ,      67
 3950.7  ,      86
 3975.1  ,      87
 3999.4  ,      78
 4023.8  ,      90
 4048.2  ,     103
 4072.6  ,      73
 4097.0  ,      61
 4121.4  ,      49
 4145.8  ,      53
 4170.2  ,      44
 4194.6  ,      45
 4219.0  ,      40
 4243.4  ,      39
 4267.8  ,      39
 4292.1  ,      35
 4316.5  ,      46
 4340.9  ,      36
 4365.3  ,      52
 4389.7  ,      54
 4414.1  ,      84
 4438.5  ,      92
 4462.9  ,     133
 4487.3  ,     117
 4511.7  ,     130
 4536.1  ,     141
 4560.5  ,     110
 4584.9  ,      92
 4609.2  ,      86
 4633.6  ,      79
 4658.0  ,      56
 4682.4  ,      46
 4706.8  ,      40
 4731.2  ,      32
 4755.6  ,      42
 4780.0  ,      43
 4804.4  ,      31
 4828.8  ,      30
 4853.2  ,      47
 4877.6  ,      46
 4901.9  ,      52
 4926.3  ,      42
 4950.7  ,      47
 4975.1  ,      30
 4999.5  ,      50
 5023.9  ,      41
 5048.3  ,      33
 5072.7  ,      38
 5097.1  ,      41
 5121.5  ,      40
 5145.9  ,      39
 5170.3  ,      43
 5194.7  ,      37
 5219.0  ,      36
 5243.4  ,      39
 5267.8  ,      55
 5292.2  ,      47
 5316.6  ,      76
 5341.0  ,      70
 5365.4  ,      80
 5389.8  ,      81
 5414.2  ,      87
 5438.6  ,      79
 5463.0  ,      69
 5487.4  ,      70
 5511.7  ,      61
 5536.1  ,      58
 5560.5  ,      38
 5584.9  ,      48
 5609.3  ,      52
 5633.7  ,      72
 5658.1  ,      79
 5682.5  ,     115
 5706.9  ,     175
 5731.3  ,     215
 5755.7  ,     348
 5780.1  ,     490
 5804.5  ,     686
 5828.8  ,     855
 5853.2  ,    1002
 5877.6  ,     979
 5902.0  ,     984
 5926.4  ,     839
 5950.8  ,     766
 5975.2  ,     544
 5999.6  ,     334
 6024.0  ,     246
 6048.4  ,     161
 6072.8  ,     166
 6097.2  ,     129
 6121.5  ,     175
 6145.9  ,     240
 6170.3  ,     406
 6194.7  ,     628
 6219.1  ,     963
 6243.5  ,    1532
 6267.9  ,    2340
 6292.3  ,    3341
 6316.7  ,    4360
 6341.1  ,    5481
 6365.5  ,    6085
 6389.9  ,    6311
 6414.3  ,    5783
 6438.6  ,    4890
 6463.0  ,    3866
 6487.4  ,    2684
 6511.8  ,    1787
 6536.2  ,     996
 6560.6  ,     612
 6585.0  ,     285
 6609.4  ,     160
 6633.8  ,     101
 6658.2  ,      75
 6682.6  ,      43
 6707.0  ,      42
 6731.3  ,      44
 6755.7  ,      48
 6780.1  ,      67
 6804.5  ,      76
 6828.9  ,     124
 6853.3  ,     160
 6877.7  ,     220
 6902.1  ,     295
 6926.5  ,     418
 6950.9  ,     551
 6975.3  ,     678
 6999.7  ,     792
 7024.1  ,     864
 7048.4  ,     885
 7072.8  ,     877
 7097.2  ,     692
 7121.6  ,     526
 7146.0  ,     388
 7170.4  ,     242
 7194.8  ,     159
 7219.2  ,     103
 7243.6  ,      60
 7268.0  ,      41
 7292.4  ,      33
 7316.8  ,      21
 7341.1  ,      29
 7365.5  ,      32
 7389.9  ,      52
 7414.3  ,      61
 7438.7  ,      61
 7463.1  ,      52
 7487.5  ,      60
 7511.9  ,      45
 7536.3  ,      54
 7560.7  ,      32
 7585.1  ,      34
 7609.5  ,      18
 7633.9  ,      13
 7658.2  ,      20
 7682.6  ,      18
 7707.0  ,       7
 7731.4  ,      15
 7755.8  ,       4
 7780.2  ,      11
 7804.6  ,      14
 7829.0  ,      15
 7853.4  ,      21
 7877.8  ,      11
 7902.2  ,      23
 7926.6  ,      25
 7950.9  ,      28
 7975.3  ,      28
 7999.7  ,      35
 8024.1  ,      41
 8048.5  ,      33
 8072.9  ,      24
 8097.3  ,      30
 8121.7  ,      33
 8146.1  ,      25
 8170.5  ,      25
 8194.9  ,      20
 8219.3  ,      22
 8243.7  ,      26
 8268.0  ,      21
 8292.4  ,      29
 8316.8  ,      18
 8341.2  ,      24
 8365.6  ,      43
 8390.0  ,      47
 8414.4  ,      58
 8438.8  ,      97
 8463.2  ,     144
 8487.6  ,     221
 8512.0  ,     333
 8536.4  ,     408
 8560.7  ,     511
 8585.1  ,     534
 8609.5  ,     586
 8633.9  ,     615
 8658.3  ,     590
 8682.7  ,     485
 8707.1  ,     344
 8731.5  ,     262
 8755.9  ,     168
 8780.3  ,     107
 8804.7  ,      69
 8829.1  ,      32
 8853.5  ,      22
 8877.8  ,      24
 8902.2  ,      17
 8926.6  ,       9
 8951.0  ,      14
 8975.4  ,      19
 8999.8  ,       6
 9024.2  ,      17
 9048.6  ,      11
 9073.0  ,      14
 9097.4  ,      17
 9121.8  ,      10
 9146.2  ,       9
 9170.5  ,      14
 9194.9  ,      12
 9219.3  ,      25
 9243.7  ,      19
 9268.1  ,      21
 9292.5  ,      20
 9316.9  ,      18
 9341.3  ,      16
 9365.7  ,      25
 9390.1  ,      42
 9414.5  ,      39
 9438.9  ,      60
 9463.3  ,      74
 9487.6  ,      93
 9512.0  ,      69
 9536.4  ,      98
 9560.8  ,      93
 9585.2  ,      87
 9609.6  ,      82
 9634.0  ,      82
 9658.4  ,      78
 9682.8  ,      41
 9707.2  ,      23
 9731.6  ,      29
 9756.0  ,      23
 9780.3  ,      17
 9804.7  ,      14
 9829.1  ,      18
 9853.5  ,      24
 9877.9  ,      13
 9902.3  ,      16
 9926.7  ,      13
 9951.1  ,      18
 9975.5  ,      11
 9999.9  ,      12
10024.3  ,       9
10048.7  ,      10
10073.1  ,      10
10097.4  ,       4
10121.8  ,       9
10146.2  ,       8
10170.6  ,       8
10195.0  ,      11
10219.4  ,       9
10243.8  ,      10
10268.2  ,      11
10292.6  ,      11
10317.0  ,      10
10341.4  ,      10
10365.8  ,       9
10390.1  ,       8
10414.5  ,      20
10438.9  ,      10
10463.3  ,      13
10487.7  ,      11
10512.1  ,      11
10536.5  ,       7
10560.9  ,       7
10585.3  ,       7
10609.7  ,      10
10634.1  ,      13
10658.5  ,       8
10682.8  ,       9
10707.2  ,      12
10731.6  ,       8
10756.0  ,       9
10780.4  ,       8
10804.8  ,      10
10829.2  ,      13
10853.6  ,      12
10878.0  ,      10
10902.4  ,       8
10926.8  ,      10
10951.2  ,      11
10975.6  ,      11
10999.9  ,       6
11024.3  ,      13
11048.7  ,      13
11073.1  ,       9
11097.5  ,      13
11121.9  ,      12
11146.3  ,      17
11170.7  ,      16
11195.1  ,      16
11219.5  ,       6
11243.9  ,       7
11268.3  ,      14
11292.6  ,       8
11317.0  ,      13
11341.4  ,      11
11365.8  ,      23
11390.2  ,      20
11414.6  ,      13
11439.0  ,      16
11463.4  ,       6
11487.8  ,      24
11512.2  ,      15
11536.6  ,      19
11561.0  ,      32
11585.4  ,      32
11609.7  ,      27
11634.1  ,      34
11658.5  ,      39
11682.9  ,      60
11707.3  ,      72
11731.7  ,      92
11756.1  ,     119
11780.5  ,     161
11804.9  ,     218
11829.3  ,     245
11853.7  ,     305
11878.1  ,     310
11902.4  ,     304
11926.8  ,     307
11951.2  ,     298
11975.6  ,     228
12000.0  ,     184
12024.4  ,     157
12048.8  ,     116
12073.2  ,      96
12097.6  ,      54
12122.0  ,      37
12146.4  ,      36
12170.8  ,      36
12195.2  ,      27
12219.5  ,      27
12243.9  ,      24
12268.3  ,      12
12292.7  ,      20
12317.1  ,      13
12341.5  ,      20
12365.9  ,       7
12390.3  ,      15
12414.7  ,      14
12439.1  ,      10
12463.5  ,      10
12487.9  ,      20
12512.2  ,      21
12536.6  ,      17
12561.0  ,      10
12585.4  ,      18
12609.8  ,      14
12634.2  ,      15
