"Target: Stephen_Raster1, Contains DAT files: APB_453330389ESC06290311330_______M1.DAT"
 2900.4  ,      96
 2924.8  ,      84
 2949.2  ,      87
 2973.6  ,      60
 2998.0  ,      53
 3022.4  ,      42
 3046.8  ,      58
 3071.2  ,      45
 3095.6  ,      48
 3120.0  ,      54
 3144.4  ,      74
 3168.8  ,     124
 3193.1  ,     170
 3217.5  ,     255
 3241.9  ,     377
 3266.3  ,     486
 3290.7  ,     500
 3315.1  ,     540
 3339.5  ,     479
 3363.9  ,     366
 3388.3  ,     234
 3412.7  ,     180
 3437.1  ,     110
 3461.5  ,      88
 3485.9  ,      82
 3510.3  ,     121
 3534.7  ,     188
 3559.1  ,     237
 3583.5  ,     337
 3607.9  ,     435
 3632.3  ,     625
 3656.7  ,     710
 3681.0  ,     757
 3705.4  ,     676
 3729.8  ,     538
 3754.2  ,     390
 3778.6  ,     230
 3803.0  ,     142
 3827.4  ,     106
 3851.8  ,      49
 3876.2  ,      57
 3900.6  ,      71
 3925.0  ,      67
 3949.4  ,      82
 3973.8  ,     113
 3998.2  ,     131
 4022.6  ,     106
 4047.0  ,     105
 4071.4  ,      85
 4095.8  ,      78
 4120.2  ,      69
 4144.6  ,      44
 4168.9  ,      41
 4193.3  ,      30
 4217.7  ,      43
 4242.1  ,      29
 4266.5  ,      34
 4290.9  ,      28
 4315.3  ,      40
 4339.7  ,      48
 4364.1  ,      51
 4388.5  ,      59
 4412.9  ,      80
 4437.3  ,      94
 4461.7  ,     140
 4486.1  ,     153
 4510.5  ,     142
 4534.9  ,     118
 4559.3  ,     134
 4583.7  ,      84
 4608.1  ,      80
 4632.5  ,      64
 4656.8  ,      71
 4681.2  ,      67
 4705.6  ,      42
 4730.0  ,      41
 4754.4  ,      39
 4778.8  ,      45
 4803.2  ,      49
 4827.6  ,      51
 4852.0  ,      45
 4876.4  ,      49
 4900.8  ,      49
 4925.2  ,      61
 4949.6  ,      45
 4974.0  ,      55
 4998.4  ,      50
 5022.8  ,      36
 5047.2  ,      38
 5071.6  ,      39
 5096.0  ,      28
 5120.4  ,      42
 5144.7  ,      49
 5169.1  ,      47
 5193.5  ,      34
 5217.9  ,      32
 5242.3  ,      41
 5266.7  ,      61
 5291.1  ,      52
 5315.5  ,      78
 5339.9  ,     101
 5364.3  ,     100
 5388.7  ,     100
 5413.1  ,     106
 5437.5  ,      84
 5461.9  ,      75
 5486.3  ,      84
 5510.7  ,      62
 5535.1  ,      55
 5559.5  ,      59
 5583.9  ,      46
 5608.3  ,      48
 5632.6  ,      59
 5657.0  ,      86
 5681.4  ,      91
 5705.8  ,     132
 5730.2  ,     172
 5754.6  ,     278
 5779.0  ,     454
 5803.4  ,     665
 5827.8  ,     780
 5852.2  ,    1014
 5876.6  ,    1070
 5901.0  ,     951
 5925.4  ,     906
 5949.8  ,     661
 5974.2  ,     508
 5998.6  ,     350
 6023.0  ,     203
 6047.4  ,     153
 6071.8  ,     135
 6096.2  ,     130
 6120.5  ,     152
 6144.9  ,     232
 6169.3  ,     287
 6193.7  ,     536
 6218.1  ,     899
 6242.5  ,    1434
 6266.9  ,    2477
 6291.3  ,    3791
 6315.7  ,    5183
 6340.1  ,    6493
 6364.5  ,    7503
 6388.9  ,    7838
 6413.3  ,    7158
 6437.7  ,    5953
 6462.1  ,    4344
 6486.5  ,    2895
 6510.9  ,    1690
 6535.3  ,     949
 6559.7  ,     492
 6584.1  ,     228
 6608.4  ,     117
 6632.8  ,      74
 6657.2  ,      45
 6681.6  ,      59
 6706.0  ,      36
 6730.4  ,      52
 6754.8  ,      54
 6779.2  ,      45
 6803.6  ,      76
 6828.0  ,     112
 6852.4  ,     134
 6876.8  ,     226
 6901.2  ,     311
 6925.6  ,     466
 6950.0  ,     632
 6974.4  ,     824
 6998.8  ,    1018
 7023.2  ,    1112
 7047.6  ,    1178
 7072.0  ,    1046
 7096.3  ,     833
 7120.7  ,     555
 7145.1  ,     404
 7169.5  ,     273
 7193.9  ,     149
 7218.3  ,      79
 7242.7  ,      51
 7267.1  ,      30
 7291.5  ,      27
 7315.9  ,      27
 7340.3  ,      24
 7364.7  ,      31
 7389.1  ,      43
 7413.5  ,      65
 7437.9  ,      57
 7462.3  ,      68
 7486.7  ,      67
 7511.1  ,      52
 7535.5  ,      40
 7559.9  ,      31
 7584.2  ,      21
 7608.6  ,      15
 7633.0  ,      21
 7657.4  ,      13
 7681.8  ,      15
 7706.2  ,      18
 7730.6  ,      18
 7755.0  ,      12
 7779.4  ,      13
 7803.8  ,      17
 7828.2  ,      18
 7852.6  ,      20
 7877.0  ,      18
 7901.4  ,      27
 7925.8  ,      27
 7950.2  ,      24
 7974.6  ,      32
 7999.0  ,      32
 8023.4  ,      43
 8047.8  ,      32
 8072.1  ,      37
 8096.5  ,      24
 8120.9  ,      22
 8145.3  ,      16
 8169.7  ,      18
 8194.1  ,      18
 8218.5  ,      17
 8242.9  ,      17
 8267.3  ,      22
 8291.7  ,      26
 8316.1  ,      13
 8340.5  ,      29
 8364.9  ,      35
 8389.3  ,      41
 8413.7  ,      54
 8438.1  ,      83
 8462.5  ,     130
 8486.9  ,     205
 8511.3  ,     265
 8535.7  ,     400
 8560.0  ,     510
 8584.4  ,     564
 8608.8  ,     634
 8633.2  ,     591
 8657.6  ,     549
 8682.0  ,     433
 8706.4  ,     357
 8730.8  ,     211
 8755.2  ,     147
 8779.6  ,     104
 8804.0  ,      50
 8828.4  ,      22
 8852.8  ,      25
 8877.2  ,      12
 8901.6  ,      16
 8926.0  ,      13
 8950.4  ,      17
 8974.8  ,       8
 8999.2  ,      15
 9023.6  ,      10
 9047.9  ,      18
 9072.3  ,       9
 9096.7  ,      10
 9121.1  ,       8
 9145.5  ,      16
 9169.9  ,      15
 9194.3  ,      10
 9218.7  ,      20
 9243.1  ,      16
 9267.5  ,      11
 9291.9  ,      23
 9316.3  ,      12
 9340.7  ,      21
 9365.1  ,      18
 9389.5  ,      31
 9413.9  ,      45
 9438.3  ,      46
 9462.7  ,      63
 9487.1  ,      89
 9511.5  ,      94
 9535.9  ,      96
 9560.2  ,     110
 9584.6  ,     110
 9609.0  ,      94
 9633.4  ,      76
 9657.8  ,      51
 9682.2  ,      56
 9706.6  ,      35
 9731.0  ,      26
 9755.4  ,      21
 9779.8  ,      14
 9804.2  ,      14
 9828.6  ,      23
 9853.0  ,      29
 9877.4  ,      18
 9901.8  ,      14
 9926.2  ,      16
 9950.6  ,      15
 9975.0  ,      13
 9999.4  ,      10
10023.8  ,      19
10048.1  ,      14
10072.5  ,       4
10096.9  ,      11
10121.3  ,       5
10145.7  ,       9
10170.1  ,       8
10194.5  ,      13
10218.9  ,      20
10243.3  ,      12
10267.7  ,      11
10292.1  ,      10
10316.5  ,       9
10340.9  ,       7
10365.3  ,      11
10389.7  ,       9
10414.1  ,       9
10438.5  ,       8
10462.9  ,      10
10487.3  ,      12
10511.7  ,       7
10536.0  ,      18
10560.4  ,      10
10584.8  ,      15
10609.2  ,      13
10633.6  ,       8
10658.0  ,      14
10682.4  ,      14
10706.8  ,      14
10731.2  ,      14
10755.6  ,      12
10780.0  ,       6
10804.4  ,      13
10828.8  ,      12
10853.2  ,      17
10877.6  ,      11
10902.0  ,      11
10926.4  ,      13
10950.8  ,      12
10975.2  ,      16
10999.6  ,      11
11023.9  ,      15
11048.3  ,      15
11072.7  ,      12
11097.1  ,      12
11121.5  ,      16
11145.9  ,      11
11170.3  ,      10
11194.7  ,      13
11219.1  ,      13
11243.5  ,      15
11267.9  ,      19
11292.3  ,       8
11316.7  ,      11
11341.1  ,      21
11365.5  ,      21
11389.9  ,       6
11414.3  ,      22
11438.7  ,      24
11463.1  ,      22
11487.5  ,      27
11511.8  ,      16
11536.2  ,      18
11560.6  ,      27
11585.0  ,      36
11609.4  ,      33
11633.8  ,      41
11658.2  ,      54
11682.6  ,      41
11707.0  ,      75
11731.4  ,     102
11755.8  ,     154
11780.2  ,     212
11804.6  ,     245
11829.0  ,     320
11853.4  ,     335
11877.8  ,     372
11902.2  ,     405
11926.6  ,     380
11951.0  ,     337
11975.4  ,     272
11999.7  ,     235
12024.1  ,     160
12048.5  ,     131
12072.9  ,      88
12097.3  ,      65
12121.7  ,      39
12146.1  ,      38
12170.5  ,      36
12194.9  ,      26
12219.3  ,      30
12243.7  ,      19
12268.1  ,      17
12292.5  ,      20
12316.9  ,       9
12341.3  ,      19
12365.7  ,      18
12390.1  ,      17
12414.5  ,      10
12438.9  ,      19
12463.3  ,      14
12487.6  ,      13
12512.0  ,      16
12536.4  ,      25
12560.8  ,      20
12585.2  ,      22
12609.6  ,      23
12634.0  ,      24
12658.4  ,      20
12682.8  ,      25
12707.2  ,      29
12731.6  ,      33
12756.0  ,      20
12780.4  ,      25
12804.8  ,      23
12829.2  ,      26
12853.6  ,      25
12878.0  ,      25
12902.4  ,      30
12926.8  ,      38
12951.2  ,      34
12975.5  ,      42
12999.9  ,      46
13024.3  ,      57
13048.7  ,      48
13073.1  ,      48
13097.5  ,      51
13121.9  ,      58
13146.3  ,      87
13170.7  ,      96
13195.1  ,     112
13219.5  ,     135
13243.9  ,     134
13268.3  ,     133
13292.7  ,     164
13317.1  ,     203
13341.5  ,     154
13365.9  ,     167
13390.3  ,     174
13414.7  ,     181
13439.1  ,     177
13463.4  ,     166
13487.8  ,     184
13512.2  ,     167
13536.6  ,     184
13561.0  ,     181
13585.4  ,     174
13609.8  ,     140
13634.2  ,     122
13658.6  ,     145
13683.0  ,     126
13707.4  ,     118
13731.8  ,      89
13756.2  ,      94
13780.6  ,      85
13805.0  ,      94
13829.4  ,      77
13853.8  ,      71
13878.2  ,      66
13902.6  ,      72
13927.0  ,      77
13951.3  ,      74
13975.7  ,      66
14000.1  ,      67
14024.5  ,      89
14048.9  ,     109
14073.3  ,     111
14097.7  ,     135
14122.1  ,     146
14146.5  ,     163
14170.9  ,     181
14195.3  ,     185
14219.7  ,     257
14244.1  ,     247
14268.5  ,     261
14292.9  ,     219
14317.3  ,     246
14341.7  ,     206
14366.1  ,     172
14390.5  ,     132
14414.9  ,      92
14439.2  ,      90
14463.6  ,      41
14488.0  ,      53
14512.4  ,      25
14536.8  ,      23
14561.2  ,      21
14585.6  ,       7
14610.0  ,      15
14634.4  ,      18
14658.8  ,      21
14683.2  ,      19
14707.6  ,      24
14732.0  ,      17
14756.4  ,      16
14780.8  ,      25
14805.2  ,      24
14829.6  ,      21
14854.0  ,      22
14878.4  ,      14
14902.8  ,      17
14927.1  ,      19
14951.5  ,      30
14975.9  ,      17
15000.3  ,      15
15024.7  ,      24
15049.1  ,      23
15073.5  ,      24
15097.9  ,      19
15122.3  ,      24
15146.7  ,      13
15171.1  ,      19
15195.5  ,      20
15219.9  ,      29
15244.3  ,      16
15268.7  ,      19
15293.1  ,      32
15317.5  ,      23
15341.9  ,      28
15366.3  ,      31
15390.7  ,      29
15415.0  ,      49
15439.4  ,      36
15463.8  ,      44
15488.2  ,      39
15512.6  ,      58
15537.0  ,      60
15561.4  ,      89
15585.8  ,      96
15610.2  ,     118
15634.6  ,     150
15659.0  ,     183
15683.4  ,     202
15707.8  ,     234
15732.2  ,     251
15756.6  ,     242
15781.0  ,     266
15805.4  ,     209
15829.8  ,     195
15854.2  ,     176
15878.6  ,     147
15902.9  ,     143
15927.3  ,     107
15951.7  ,      78
15976.1  ,      66
16000.5  ,      71
16024.9  ,      62
16049.3  ,      68
16073.7  ,      59
16098.1  ,      62
16122.5  ,      71
16146.9  ,      81
16171.3  ,      63
16195.7  ,      64
16220.1  ,      76
16244.5  ,      69
16268.9  ,      83
16293.3  ,      79
16317.7  ,      81
16342.1  ,      69
16366.5  ,      91
16390.8  ,      69
16415.2  ,      89
16439.6  ,      80
16464.0  ,      58
16488.4  ,      72
16512.8  ,      91
16537.2  ,      81
16561.6  ,      84
16586.0  ,      77
16610.4  ,      95
16634.8  ,      67
16659.2  ,      88
16683.6  ,     106
16708.0  ,      81
16732.4  ,     104
16756.8  ,     106
16781.2  ,     115
16805.6  ,     112
16830.0  ,     132
16854.4  ,     128
16878.7  ,     169
16903.1  ,     146
16927.5  ,     150
16951.9  ,     162
16976.3  ,     179
17000.7  ,     190
17025.1  ,     216
17049.5  ,     174
17073.9  ,     210
17098.3  ,     197
17122.7  ,     204
17147.1  ,     225
17171.5  ,     215
17195.9  ,     217
17220.3  ,     232
17244.7  ,     187
17269.1  ,     184
17293.5  ,     182
17317.9  ,     177
17342.3  ,     156
17366.6  ,     157
17391.0  ,     127
17415.4  ,     135
17439.8  ,     117
17464.2  ,      78
17488.6  ,      96
17513.0  ,      96
17537.4  ,      96
17561.8  ,      89
17586.2  ,      77
17610.6  ,      90
17635.0  ,      86
17659.4  ,      95
17683.8  ,      88
17708.2  ,      77
17732.6  ,      66
17757.0  ,      58
17781.4  ,      62
17805.8  ,      56
17830.2  ,      42
17854.5  ,      43
17878.9  ,      47
17903.3  ,      50
17927.7  ,      47
17952.1  ,      33
17976.5  ,      46
18000.9  ,      41
18025.3  ,      56
18049.7  ,      44
18074.1  ,      69
18098.5  ,      59
18122.9  ,      68
18147.3  ,      96
18171.7  ,     111
18196.1  ,     140
18220.5  ,     176
18244.9  ,     171
18269.3  ,     202
18293.7  ,     187
18318.1  ,     197
18342.5  ,     200
18366.8  ,     182
18391.2  ,     120
18415.6  ,     120
18440.0  ,      70
18464.4  ,      64
18488.8  ,      53
18513.2  ,      35
18537.6  ,      34
18562.0  ,      14
18586.4  ,      14
18610.8  ,      21
18635.2  ,      18
18659.6  ,      15
18684.0  ,      17
18708.4  ,      12
18732.8  ,       8
18757.2  ,      12
18781.6  ,      15
18806.0  ,       7
18830.4  ,      10
18854.7  ,      10
18879.1  ,      10
18903.5  ,      17
18927.9  ,      13
18952.3  ,      24
18976.7  ,      18
19001.1  ,      20
19025.5  ,      13
19049.9  ,      20
19074.3  ,      15
19098.7  ,      19
19123.1  ,      18
19147.5  ,      19
19171.9  ,      16
19196.3  ,      20
19220.7  ,      13
19245.1  ,      18
19269.5  ,      19
19293.9  ,      26
19318.3  ,      24
19342.6  ,      23
19367.0  ,      32
19391.4  ,      24
19415.8  ,      23
19440.2  ,      31
19464.6  ,      34
19489.0  ,      31
19513.4  ,      34
19537.8  ,      37
19562.2  ,      35
19586.6  ,      32
19611.0  ,      37
19635.4  ,      54
19659.8  ,      41
19684.2  ,      40
19708.6  ,      40
19733.0  ,      52
19757.4  ,      51
19781.8  ,      57
19806.2  ,      50
19830.5  ,      42
19854.9  ,      47
19879.3  ,      43
19903.7  ,      45
19928.1  ,      44
19952.5  ,      56
19976.9  ,      47
20001.3  ,      40
20025.7  ,      43
20050.1  ,      41
20074.5  ,      47
20098.9  ,      29
20123.3  ,      37
20147.7  ,      35
20172.1  ,      37
20196.5  ,      30
20220.9  ,      37
20245.3  ,      26
20269.7  ,      26
20294.1  ,      35
20318.4  ,      30
20342.8  ,      17
20367.2  ,      31
20391.6  ,      23
20416.0  ,      24
20440.4  ,      14
20464.8  ,      25
20489.2  ,      29
20513.6  ,      18
20538.0  ,      17
20562.4  ,      16
20586.8  ,      23
20611.2  ,      17
20635.6  ,      16
20660.0  ,      17
20684.4  ,      18
20708.8  ,      12
20733.2  ,      25
20757.6  ,      11
20782.0  ,      22
20806.3  ,      10
20830.7  ,      14
20855.1  ,       8
20879.5  ,      19
20903.9  ,      12
20928.3  ,       9
20952.7  ,      15
20977.1  ,      10
21001.5  ,      14
21025.9  ,      12
21050.3  ,      10
21074.7  ,       8
21099.1  ,      12
21123.5  ,      22
21147.9  ,      16
21172.3  ,      11
21196.7  ,      12
21221.1  ,      13
21245.5  ,      26
21269.9  ,      16
21294.2  ,      21
21318.6  ,      28
21343.0  ,      23
21367.4  ,      28
21391.8  ,      37
21416.2  ,      41
21440.6  ,      40
21465.0  ,      28
21489.4  ,      34
21513.8  ,      27
21538.2  ,      30
21562.6  ,      24
21587.0  ,      21
21611.4  ,      12
21635.8  ,      15
21660.2  ,       8
21684.6  ,      10
21709.0  ,       9
21733.4  ,      12
21757.8  ,      11
21782.1  ,       4
21806.5  ,       7
21830.9  ,       7
21855.3  ,       6
21879.7  ,       7
21904.1  ,       8
21928.5  ,       9
21952.9  ,       9
21977.3  ,      12
22001.7  ,       7
22026.1  ,      12
22050.5  ,       9
22074.9  ,       8
22099.3  ,       8
22123.7  ,       9
22148.1  ,      18
22172.5  ,      12
22196.9  ,       8
22221.3  ,      17
22245.7  ,      10
22270.0  ,       8
22294.4  ,       5
22318.8  ,       7
22343.2  ,       7
22367.6  ,      13
22392.0  ,       2
22416.4  ,       6
22440.8  ,       5
22465.2  ,       4
22489.6  ,       2
22514.0  ,       5
22538.4  ,       6
22562.8  ,       6
22587.2  ,       2
22611.6  ,       3
22636.0  ,       4
22660.4  ,       2
22684.8  ,       6
22709.2  ,       3
22733.6  ,       4
22757.9  ,       3
22782.3  ,       8
22806.7  ,       9
22831.1  ,       6
22855.5  ,       6
22879.9  ,       2
22904.3  ,       5
22928.7  ,       3
22953.1  ,       6
22977.5  ,       5
23001.9  ,       3
23026.3  ,       5
23050.7  ,       6
23075.1  ,       1
23099.5  ,       3
23123.9  ,       5
23148.3  ,       2
23172.7  ,       3
23197.1  ,       4
23221.5  ,       6
23245.8  ,       3
23270.2  ,       6
23294.6  ,       5
23319.0  ,       5
23343.4  ,       4
23367.8  ,       7
23392.2  ,       3
23416.6  ,       4
23441.0  ,       4
23465.4  ,       3
23489.8  ,       6
23514.2  ,       4
23538.6  ,       1
23563.0  ,       6
23587.4  ,       3
23611.8  ,       4
23636.2  ,       5
23660.6  ,       6
23685.0  ,       6
23709.4  ,       3
23733.7  ,       6
23758.1  ,       4
23782.5  ,       3
23806.9  ,       5
23831.3  ,       4
23855.7  ,       5
23880.1  ,       3
23904.5  ,       3
23928.9  ,       3
23953.3  ,       8
23977.7  ,       7
24002.1  ,       6
24026.5  ,       5
24050.9  ,       4
24075.3  ,       2
24099.7  ,       5
24124.1  ,       8
24148.5  ,       6
24172.9  ,       8
24197.3  ,       5
24221.6  ,       7
24246.0  ,       5
24270.4  ,       2
24294.8  ,       4
24319.2  ,       3
24343.6  ,       6
24368.0  ,       6
24392.4  ,       4
24416.8  ,       5
24441.2  ,       5
24465.6  ,       3
24490.0  ,       4
24514.4  ,       3
24538.8  ,       4
24563.2  ,       2
24587.6  ,       3
24612.0  ,       4
24636.4  ,       1
24660.8  ,       4
24685.2  ,       2
24709.5  ,       4
24733.9  ,       9
24758.3  ,       6
24782.7  ,       4
24807.1  ,       2
24831.5  ,       7
24855.9  ,       4
24880.3  ,       4
24904.7  ,       6
24929.1  ,       2
24953.5  ,       4
24977.9  ,       7
25002.3  ,       3
25026.7  ,       6
25051.1  ,       6
25075.5  ,       3
25099.9  ,       9
25124.3  ,       3
25148.7  ,       4
25173.1  ,       4
25197.4  ,       6
25221.8  ,       7
25246.2  ,       6
25270.6  ,       3
25295.0  ,       6
25319.4  ,       5
25343.8  ,       8
25368.2  ,       3
25392.6  ,       5
25417.0  ,       5
25441.4  ,   12050
