"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.24    ,  0.14  
MgO     ,  5.55    ,  0.17  
Al2O3   ,  6.65    ,  0.19  
SiO2    , 35.78    ,  0.43  
P2O5    ,  1.98    ,  0.12  
SO3     , 17.02    ,  0.20  
Cl      ,  1.39    ,  0.03  
K2O     ,  0.53    ,  0.02  
CaO     , 11.27    ,  0.13  
TiO2    ,  0.84    ,  0.03  
Cr2O3   ,  0.28    ,  0.01  
MnO     ,  0.29    ,  0.01  
FeO     , 15.92    ,  0.20  
Ni      ,  0.0443  ,  0.0025
Zn      ,  0.0999  ,  0.0030
Br      ,  0.0558  ,  0.0020
