"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.54    ,  0.14  
MgO     ,  5.81    ,  0.17  
Al2O3   ,  8.82    ,  0.19  
SiO2    , 46.93    ,  0.54  
P2O5    ,  0.81    ,  0.05  
SO3     ,  4.59    ,  0.10  
Cl      ,  1.53    ,  0.04  
K2O     ,  1.17    ,  0.04  
CaO     ,  3.34    ,  0.06  
TiO2    ,  1.14    ,  0.05  
Cr2O3   ,  0.33    ,  0.03  
MnO     ,  0.09    ,  0.01  
FeO     , 22.48    ,  0.26  
Ni      ,  0.0882  ,  0.0045
Zn      ,  0.1086  ,  0.0035
Br      ,  0.1024  ,  0.0035
