"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.14    ,  0.14  
MgO     ,  5.81    ,  0.17  
Al2O3   ,  7.10    ,  0.19  
SiO2    , 40.27    ,  0.43  
P2O5    ,  0.79    ,  0.05  
SO3     ,  4.22    ,  0.12  
Cl      ,  1.51    ,  0.06  
K2O     ,  0.43    ,  0.02  
CaO     ,  3.03    ,  0.07  
TiO2    ,  0.71    ,  0.03  
Cr2O3   ,  0.13    ,  0.03  
MnO     ,  2.27    ,  0.05  
FeO     , 31.02    ,  0.33  
Ni      ,  0.0653  ,  0.0055
Zn      ,  0.3994  ,  0.0120
Br      ,  0.0175  ,  0.0015
