"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.64    ,  0.14  
MgO     ,  4.70    ,  0.17  
Al2O3   ,  8.58    ,  0.19  
SiO2    , 43.64    ,  0.54  
P2O5    ,  1.25    ,  0.07  
SO3     ,  7.99    ,  0.10  
Cl      ,  2.68    ,  0.03  
K2O     ,  0.81    ,  0.04  
CaO     ,  4.65    ,  0.06  
TiO2    ,  1.01    ,  0.03  
Cr2O3   ,  0.32    ,  0.01  
MnO     ,  0.12    ,  0.01  
FeO     , 21.28    ,  0.26  
Ni      ,  0.0865  ,  0.0045
Zn      ,  0.1164  ,  0.0035
Br      ,  0.0160  ,  0.0005
