"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.52    ,  0.14  
MgO     ,  9.55    ,  0.25  
Al2O3   ,  9.03    ,  0.19  
SiO2    , 44.12    ,  0.54  
P2O5    ,  0.80    ,  0.05  
SO3     ,  3.34    ,  0.05  
Cl      ,  0.51    ,  0.02  
K2O     ,  0.42    ,  0.02  
CaO     ,  7.32    ,  0.08  
TiO2    ,  0.97    ,  0.03  
Cr2O3   ,  0.53    ,  0.01  
MnO     ,  0.44    ,  0.01  
FeO     , 20.31    ,  0.26  
Ni      ,  0.0567  ,  0.0030
Zn      ,  0.0212  ,  0.0010
Br      ,  0.0035  ,  0.0005
