"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.44    ,  0.14  
MgO     ,  4.69    ,  0.17  
Al2O3   ,  9.57    ,  0.29  
SiO2    , 50.06    ,  0.54  
P2O5    ,  0.98    ,  0.07  
SO3     ,  3.78    ,  0.08  
Cl      ,  1.33    ,  0.03  
K2O     ,  0.81    ,  0.04  
CaO     ,  2.46    ,  0.03  
TiO2    ,  1.09    ,  0.03  
Cr2O3   ,  0.32    ,  0.01  
MnO     ,  0.09    ,  0.01  
FeO     , 22.08    ,  0.26  
Ni      ,  0.0949  ,  0.0050
Zn      ,  0.1142  ,  0.0035
Br      ,  0.0116  ,  0.0005
