"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.29    ,  0.20  
MgO     ,  5.04    ,  0.25  
Al2O3   ,  8.92    ,  0.29  
SiO2    , 50.11    ,  0.75  
P2O5    ,  1.23    ,  0.07  
SO3     ,  4.93    ,  0.17  
Cl      ,  0.99    ,  0.05  
K2O     ,  0.82    ,  0.04  
CaO     ,  3.09    ,  0.08  
TiO2    ,  1.10    ,  0.05  
Cr2O3   ,  0.31    ,  0.05  
MnO     ,  0.19    ,  0.03  
FeO     , 20.60    ,  0.26  
Ni      ,  0.0826  ,  0.0065
Zn      ,  0.1657  ,  0.0060
Br      ,  0.0243  ,  0.0020
