"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.25    ,  0.14  
MgO     ,  6.70    ,  0.17  
Al2O3   ,  8.39    ,  0.19  
SiO2    , 45.09    ,  0.54  
P2O5    ,  1.18    ,  0.07  
SO3     ,  7.92    ,  0.12  
Cl      ,  1.00    ,  0.03  
K2O     ,  0.71    ,  0.02  
CaO     ,  4.53    ,  0.06  
TiO2    ,  1.10    ,  0.03  
Cr2O3   ,  0.30    ,  0.01  
MnO     ,  0.30    ,  0.01  
FeO     , 20.16    ,  0.26  
Ni      ,  0.0888  ,  0.0045
Zn      ,  0.1858  ,  0.0060
Br      ,  0.0159  ,  0.0010
