"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.51    ,  0.14  
MgO     ,  5.90    ,  0.17  
Al2O3   ,  8.75    ,  0.19  
SiO2    , 46.86    ,  0.54  
P2O5    ,  0.98    ,  0.07  
SO3     ,  6.69    ,  0.12  
Cl      ,  1.64    ,  0.04  
K2O     ,  1.02    ,  0.04  
CaO     ,  4.17    ,  0.06  
TiO2    ,  1.01    ,  0.03  
Cr2O3   ,  0.30    ,  0.03  
MnO     ,  0.23    ,  0.01  
FeO     , 19.58    ,  0.26  
Ni      ,  0.0972  ,  0.0050
Zn      ,  0.1203  ,  0.0040
Br      ,  0.0536  ,  0.0020
