"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.63    ,  0.14  
MgO     ,  5.37    ,  0.17  
Al2O3   ,  9.55    ,  0.29  
SiO2    , 49.26    ,  0.54  
P2O5    ,  0.70    ,  0.05  
SO3     ,  7.90    ,  0.10  
Cl      ,  1.71    ,  0.03  
K2O     ,  1.02    ,  0.04  
CaO     ,  4.65    ,  0.06  
TiO2    ,  1.00    ,  0.03  
Cr2O3   ,  0.28    ,  0.01  
MnO     ,  0.15    ,  0.01  
FeO     , 15.51    ,  0.20  
Ni      ,  0.0866  ,  0.0045
Zn      ,  0.0903  ,  0.0030
Br      ,  0.0101  ,  0.0005
