"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.34    ,  0.14  
MgO     ,  5.07    ,  0.17  
Al2O3   ,  8.81    ,  0.19  
SiO2    , 48.04    ,  0.54  
P2O5    ,  1.08    ,  0.07  
SO3     ,  6.91    ,  0.10  
Cl      ,  1.35    ,  0.02  
K2O     ,  0.88    ,  0.04  
CaO     ,  5.30    ,  0.06  
TiO2    ,  1.11    ,  0.03  
Cr2O3   ,  0.34    ,  0.01  
MnO     ,  0.15    ,  0.01  
FeO     , 18.27    ,  0.20  
Ni      ,  0.0988  ,  0.0050
Zn      ,  0.1089  ,  0.0035
Br      ,  0.0530  ,  0.0020
