"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  1.92    ,  0.14  
MgO     ,  4.19    ,  0.17  
Al2O3   ,  4.61    ,  0.19  
SiO2    , 23.36    ,  0.32  
P2O5    ,  0.79    ,  0.07  
SO3     , 32.08    ,  0.38  
Cl      ,  1.34    ,  0.05  
K2O     ,  0.37    ,  0.02  
CaO     , 22.60    ,  0.24  
TiO2    ,  0.42    ,  0.03  
Cr2O3   ,  0.13    ,  0.03  
MnO     ,  0.08    ,  0.03  
FeO     ,  7.96    ,  0.13  
Ni      ,  0.0273  ,  0.0035
Zn      ,  0.0500  ,  0.0030
Br      ,  0.0150  ,  0.0010
