"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.44    ,  0.14  
MgO     ,  6.85    ,  0.17  
Al2O3   ,  8.56    ,  0.19  
SiO2    , 45.36    ,  0.54  
P2O5    ,  0.81    ,  0.05  
SO3     ,  5.55    ,  0.08  
Cl      ,  1.43    ,  0.02  
K2O     ,  1.06    ,  0.04  
CaO     ,  3.99    ,  0.04  
TiO2    ,  1.12    ,  0.05  
Cr2O3   ,  0.34    ,  0.01  
MnO     ,  0.17    ,  0.01  
FeO     , 21.91    ,  0.26  
Ni      ,  0.0974  ,  0.0050
Zn      ,  0.1382  ,  0.0045
Br      ,  0.0679  ,  0.0025
