"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.03    ,  0.14  
MgO     ,  5.44    ,  0.17  
Al2O3   ,  7.61    ,  0.19  
SiO2    , 40.34    ,  0.43  
P2O5    ,  0.93    ,  0.07  
SO3     , 10.67    ,  0.12  
Cl      ,  1.04    ,  0.02  
K2O     ,  1.00    ,  0.04  
CaO     ,  7.66    ,  0.08  
TiO2    ,  1.11    ,  0.05  
Cr2O3   ,  0.37    ,  0.01  
MnO     ,  0.38    ,  0.01  
FeO     , 20.96    ,  0.26  
Ni      ,  0.0961  ,  0.0050
Zn      ,  0.2207  ,  0.0070
Br      ,  0.0487  ,  0.0015
