"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  4.15    ,  0.27  
MgO     ,  3.26    ,  0.17  
Al2O3   , 10.88    ,  0.58  
SiO2    , 59.29    ,  1.29  
P2O5    ,  0.98    ,  0.12  
SO3     ,  5.70    ,  0.30  
Cl      ,  0.81    ,  0.05  
K2O     ,  2.23    ,  0.12  
CaO     ,  3.78    ,  0.20  
TiO2    ,  1.18    ,  0.07  
Cr2O3   ,  0.24    ,  0.03  
MnO     ,  0.02    ,  0.01  
FeO     ,  7.30    ,  0.20  
Ni      ,  0.0178  ,  0.0025
Zn      ,  0.0543  ,  0.0030
Br      ,  0.0252  ,  0.0015
