"oxide",  "APXS analysis ver 1","statistical uncertainty (precision)"
Na2O    ,  2.32    ,  0.14  
MgO     ,  6.96    ,  0.17  
Al2O3   ,  8.23    ,  0.19  
SiO2    , 42.19    ,  0.54  
P2O5    ,  0.52    ,  0.05  
SO3     ,  5.54    ,  0.15  
Cl      ,  0.99    ,  0.04  
K2O     ,  0.51    ,  0.02  
CaO     ,  7.07    ,  0.10  
TiO2    ,  1.06    ,  0.05  
Cr2O3   ,  0.70    ,  0.05  
MnO     ,  0.44    ,  0.03  
FeO     , 23.24    ,  0.26  
Ni      ,  0.0162  ,  0.0025
Zn      ,  0.0766  ,  0.0030
Br      ,  0.0377  ,  0.0015
