"Target: Aillik_RP_Spot3, Contains DAT files: APB_426103980ESC03220060804_______M2.DAT"
 4806.7  ,      55
 4831.1  ,      60
 4855.5  ,      70
 4879.9  ,      75
 4904.3  ,      92
 4928.8  ,      95
 4953.2  ,      87
 4977.6  ,      65
 5002.0  ,      72
 5026.4  ,      60
 5050.8  ,      54
 5075.2  ,      56
 5099.6  ,      57
 5124.1  ,      59
 5148.5  ,      46
 5172.9  ,      51
 5197.3  ,      66
 5221.7  ,      72
 5246.1  ,      73
 5270.5  ,     100
 5295.0  ,     125
 5319.4  ,     176
 5343.8  ,     215
 5368.2  ,     318
 5392.6  ,     348
 5417.0  ,     303
 5441.4  ,     247
 5465.9  ,     207
 5490.3  ,     151
 5514.7  ,     118
 5539.1  ,      89
 5563.5  ,      68
 5587.9  ,      85
 5612.3  ,      72
 5636.7  ,      68
 5661.2  ,      68
 5685.6  ,      90
 5710.0  ,      79
 5734.4  ,     100
 5758.8  ,     106
 5783.2  ,     146
 5807.6  ,     215
 5832.1  ,     261
 5856.5  ,     361
 5880.9  ,     374
 5905.3  ,     333
 5929.7  ,     262
 5954.1  ,     271
 5978.5  ,     214
 6002.9  ,     187
 6027.4  ,     175
 6051.8  ,     140
 6076.2  ,     186
 6100.6  ,     216
 6125.0  ,     230
 6149.4  ,     248
 6173.8  ,     385
 6198.3  ,     575
 6222.7  ,    1061
 6247.1  ,    2001
 6271.5  ,    3754
 6295.9  ,    6329
 6320.3  ,    9386
 6344.7  ,   12538
 6369.2  ,   15135
 6393.6  ,   15267
 6418.0  ,   13359
 6442.4  ,   10612
 6466.8  ,    7235
 6491.2  ,    4276
 6515.6  ,    2186
 6540.0  ,    1039
 6564.5  ,     438
 6588.9  ,     197
 6613.3  ,     105
 6637.7  ,      80
 6662.1  ,      65
 6686.5  ,      78
 6710.9  ,      86
 6735.4  ,      76
 6759.8  ,      83
 6784.2  ,     101
 6808.6  ,     111
 6833.0  ,     128
 6857.4  ,     230
 6881.8  ,     297
 6906.2  ,     497
 6930.7  ,     741
 6955.1  ,    1181
 6979.5  ,    1649
 7003.9  ,    2030
 7028.3  ,    2453
 7052.7  ,    2347
 7077.1  ,    2084
 7101.6  ,    1716
 7126.0  ,    1159
 7150.4  ,     725
 7174.8  ,     402
 7199.2  ,     194
 7223.6  ,     102
 7248.0  ,      49
 7272.5  ,      34
 7296.9  ,      14
 7321.3  ,      24
 7345.7  ,      25
 7370.1  ,      25
 7394.5  ,      33
 7418.9  ,      43
 7443.3  ,      36
 7467.8  ,      39
 7492.2  ,      32
 7516.6  ,      31
 7541.0  ,      25
 7565.4  ,      25
 7589.8  ,      19
 7614.2  ,      21
 7638.7  ,      22
 7663.1  ,      16
 7687.5  ,      15
 7711.9  ,      16
 7736.3  ,      20
 7760.7  ,      17
 7785.1  ,      18
 7809.5  ,      13
 7834.0  ,      19
 7858.4  ,      16
 7882.8  ,      25
 7907.2  ,      18
 7931.6  ,      15
 7956.0  ,      20
 7980.4  ,      25
 8004.9  ,      21
 8029.3  ,      14
 8053.7  ,      19
 8078.1  ,      18
 8102.5  ,      26
 8126.9  ,      21
 8151.3  ,      17
 8175.7  ,      13
 8200.2  ,      14
 8224.6  ,      13
 8249.0  ,      16
 8273.4  ,      17
 8297.8  ,      22
 8322.2  ,      11
 8346.6  ,      26
 8371.1  ,      19
 8395.5  ,      19
 8419.9  ,      31
 8444.3  ,      30
 8468.7  ,      54
 8493.1  ,      48
 8517.5  ,      83
 8542.0  ,     125
 8566.4  ,     135
 8590.8  ,     167
 8615.2  ,     210
 8639.6  ,     203
 8664.0  ,     170
 8688.4  ,     158
 8712.8  ,      94
 8737.3  ,      58
 8761.7  ,      46
 8786.1  ,      30
 8810.5  ,      23
 8834.9  ,      19
 8859.3  ,      12
 8883.7  ,      15
 8908.2  ,      23
 8932.6  ,      13
 8957.0  ,      19
 8981.4  ,      16
 9005.8  ,      11
 9030.2  ,      19
 9054.6  ,      13
 9079.0  ,       7
 9103.5  ,      13
 9127.9  ,      21
 9152.3  ,       8
 9176.7  ,      18
 9201.1  ,      11
 9225.5  ,      14
 9249.9  ,      20
 9274.4  ,      14
 9298.8  ,      17
 9323.2  ,      16
 9347.6  ,      18
 9372.0  ,      19
 9396.4  ,      31
 9420.8  ,      18
 9445.3  ,      29
 9469.7  ,      38
 9494.1  ,      30
 9518.5  ,      55
 9542.9  ,      44
 9567.3  ,      52
 9591.7  ,      49
 9616.1  ,      38
 9640.6  ,      34
 9665.0  ,      27
 9689.4  ,      22
 9713.8  ,      14
 9738.2  ,      19
 9762.6  ,      16
 9787.0  ,      17
 9811.5  ,      26
 9835.9  ,      17
 9860.3  ,      35
 9884.7  ,      15
 9909.1  ,      23
 9933.5  ,      28
 9957.9  ,      24
 9982.3  ,      15
10006.8  ,      17
10031.2  ,      13
10055.6  ,       7
10080.0  ,      18
10104.4  ,      16
10128.8  ,      17
10153.2  ,      13
10177.7  ,      19
10202.1  ,      16
10226.5  ,      16
10250.9  ,      10
10275.3  ,      12
10299.7  ,      26
10324.1  ,      15
10348.6  ,      11
10373.0  ,      14
10397.4  ,      11
10421.8  ,      14
10446.2  ,      16
10470.6  ,      29
10495.0  ,      13
10519.4  ,      11
10543.9  ,      18
10568.3  ,      16
10592.7  ,      12
10617.1  ,      10
10641.5  ,      12
10665.9  ,      19
10690.3  ,      26
10714.8  ,      14
10739.2  ,      16
10763.6  ,      13
10788.0  ,      14
10812.4  ,      16
10836.8  ,      18
10861.2  ,      16
10885.6  ,      17
10910.1  ,      19
10934.5  ,      20
10958.9  ,      23
10983.3  ,      21
11007.7  ,      23
11032.1  ,      20
11056.5  ,      16
11081.0  ,      21
11105.4  ,      14
11129.8  ,      18
11154.2  ,      18
11178.6  ,      13
11203.0  ,      23
11227.4  ,      17
11251.8  ,      15
11276.3  ,      13
11300.7  ,      17
11325.1  ,      16
11349.5  ,      19
11373.9  ,      24
11398.3  ,      16
11422.7  ,      15
11447.2  ,      29
11471.6  ,      19
11496.0  ,      27
11520.4  ,      25
11544.8  ,      29
11569.2  ,      17
11593.6  ,      27
11618.1  ,      27
11642.5  ,      43
11666.9  ,      32
11691.3  ,      37
11715.7  ,      36
11740.1  ,      54
11764.5  ,      67
11788.9  ,      85
11813.4  ,     149
11837.8  ,     149
11862.2  ,     168
11886.6  ,     206
11911.0  ,     219
11935.4  ,     192
11959.8  ,     171
11984.3  ,     139
12008.7  ,     118
12033.1  ,     114
12057.5  ,      71
12081.9  ,      48
12106.3  ,      58
12130.7  ,      52
12155.1  ,      44
12179.6  ,      42
12204.0  ,      51
12228.4  ,      30
12252.8  ,      34
12277.2  ,      26
12301.6  ,      21
12326.0  ,      20
12350.5  ,      27
12374.9  ,      24
12399.3  ,      26
12423.7  ,      17
12448.1  ,      26
12472.5  ,      26
12496.9  ,      20
12521.4  ,      21
12545.8  ,      18
12570.2  ,      24
12594.6  ,      28
12619.0  ,      33
12643.4  ,      26
12667.8  ,      32
12692.2  ,      28
12716.7  ,      25
12741.1  ,      35
12765.5  ,      37
12789.9  ,      40
12814.3  ,      30
12838.7  ,      42
12863.1  ,      35
12887.6  ,      34
12912.0  ,      40
12936.4  ,      57
12960.8  ,      36
12985.2  ,      44
13009.6  ,      68
13034.0  ,      50
13058.4  ,      59
13082.9  ,      77
13107.3  ,      96
13131.7  ,      85
13156.1  ,     112
13180.5  ,     118
13204.9  ,     126
13229.3  ,     124
13253.8  ,     141
13278.2  ,     164
13302.6  ,     205
13327.0  ,     173
13351.4  ,     214
13375.8  ,     227
13400.2  ,     234
13424.6  ,     220
13449.1  ,     264
13473.5  ,     257
13497.9  ,     250
13522.3  ,     237
13546.7  ,     283
13571.1  ,     224
13595.5  ,     261
13620.0  ,     252
13644.4  ,     238
13668.8  ,     221
13693.2  ,     224
13717.6  ,     186
13742.0  ,     188
13766.4  ,     160
13790.9  ,     149
13815.3  ,     148
13839.7  ,     132
13864.1  ,     113
13888.5  ,     124
13912.9  ,      80
13937.3  ,      77
13961.7  ,      95
13986.2  ,     102
14010.6  ,     108
14035.0  ,     135
14059.4  ,     127
14083.8  ,     171
14108.2  ,     170
14132.6  ,     208
14157.1  ,     262
14181.5  ,     333
14205.9  ,     370
14230.3  ,     414
14254.7  ,     417
14279.1  ,     463
14303.5  ,     454
14327.9  ,     371
14352.4  ,     293
14376.8  ,     251
14401.2  ,     177
14425.6  ,     124
14450.0  ,     103
14474.4  ,      58
14498.8  ,      46
14523.3  ,      33
14547.7  ,      31
14572.1  ,      26
14596.5  ,      18
14620.9  ,      28
14645.3  ,      18
14669.7  ,      22
14694.2  ,      18
14718.6  ,      25
14743.0  ,      28
14767.4  ,      21
14791.8  ,      28
14816.2  ,      30
14840.6  ,      22
14865.0  ,      24
14889.5  ,      29
14913.9  ,      33
14938.3  ,      33
14962.7  ,      31
14987.1  ,      30
15011.5  ,      29
15035.9  ,      27
15060.4  ,      33
15084.8  ,      32
15109.2  ,      48
15133.6  ,      43
15158.0  ,      37
15182.4  ,      22
15206.8  ,      35
15231.2  ,      23
15255.7  ,      33
15280.1  ,      39
15304.5  ,      39
15328.9  ,      48
15353.3  ,      37
15377.7  ,      44
15402.1  ,      51
15426.6  ,      49
15451.0  ,      60
15475.4  ,      44
15499.8  ,      69
15524.2  ,      89
15548.6  ,     114
15573.0  ,     115
15597.5  ,     177
15621.9  ,     204
15646.3  ,     250
15670.7  ,     294
15695.1  ,     367
15719.5  ,     368
15743.9  ,     396
15768.3  ,     374
15792.8  ,     367
15817.2  ,     343
15841.6  ,     316
15866.0  ,     260
15890.4  ,     195
15914.8  ,     159
15939.2  ,     123
15963.7  ,     109
15988.1  ,     111
16012.5  ,      97
16036.9  ,      97
16061.3  ,      98
16085.7  ,      96
16110.1  ,      85
16134.5  ,     112
16159.0  ,     110
16183.4  ,     116
16207.8  ,     123
16232.2  ,     132
16256.6  ,     111
16281.0  ,     127
16305.4  ,     126
16329.9  ,     116
16354.3  ,     129
16378.7  ,     133
16403.1  ,     120
16427.5  ,     114
16451.9  ,     131
16476.3  ,     125
16500.7  ,     111
16525.2  ,     129
16549.6  ,     116
16574.0  ,     126
16598.4  ,     122
16622.8  ,     142
16647.2  ,     135
16671.6  ,     132
16696.1  ,     158
16720.5  ,     135
16744.9  ,     148
16769.3  ,     165
16793.7  ,     175
16818.1  ,     186
16842.5  ,     201
16867.0  ,     199
16891.4  ,     222
16915.8  ,     225
16940.2  ,     241
16964.6  ,     283
16989.0  ,     315
17013.4  ,     278
17037.8  ,     304
17062.3  ,     348
17086.7  ,     314
17111.1  ,     338
17135.5  ,     354
17159.9  ,     363
17184.3  ,     347
17208.7  ,     358
17233.2  ,     329
17257.6  ,     358
17282.0  ,     346
17306.4  ,     321
17330.8  ,     319
17355.2  ,     255
17379.6  ,     241
17404.0  ,     205
17428.5  ,     210
17452.9  ,     196
17477.3  ,     186
17501.7  ,     166
17526.1  ,     145
17550.5  ,     176
17574.9  ,     154
17599.4  ,     156
17623.8  ,     158
17648.2  ,     160
17672.6  ,     146
17697.0  ,     113
17721.4  ,     118
17745.8  ,     128
17770.3  ,      98
17794.7  ,      81
17819.1  ,      86
17843.5  ,      75
17867.9  ,      67
17892.3  ,      86
17916.7  ,      69
17941.1  ,      72
17965.6  ,      49
17990.0  ,      62
18014.4  ,      69
18038.8  ,      50
18063.2  ,      82
18087.6  ,      81
18112.0  ,     125
18136.5  ,     124
18160.9  ,     144
18185.3  ,     209
18209.7  ,     210
18234.1  ,     311
18258.5  ,     331
18282.9  ,     367
18307.3  ,     332
18331.8  ,     353
18356.2  ,     285
18380.6  ,     272
18405.0  ,     210
18429.4  ,     155
18453.8  ,     109
18478.2  ,      88
18502.7  ,      74
18527.1  ,      43
18551.5  ,      41
18575.9  ,      33
18600.3  ,      37
18624.7  ,      25
18649.1  ,      17
18673.6  ,      15
18698.0  ,      18
18722.4  ,      20
18746.8  ,      19
18771.2  ,      23
18795.6  ,      30
18820.0  ,      18
18844.4  ,      15
18868.9  ,      25
18893.3  ,      22
18917.7  ,      21
18942.1  ,      14
18966.5  ,      26
18990.9  ,      27
19015.3  ,      27
19039.8  ,      19
19064.2  ,      25
19088.6  ,      26
19113.0  ,      26
19137.4  ,      21
19161.8  ,      29
19186.2  ,      31
19210.6  ,      27
19235.1  ,      20
19259.5  ,      34
19283.9  ,      31
19308.3  ,      37
19332.7  ,      40
19357.1  ,      45
19381.5  ,      45
19406.0  ,      32
19430.4  ,      51
19454.8  ,      55
19479.2  ,      43
19503.6  ,      51
19528.0  ,      53
19552.4  ,      62
19576.8  ,      69
19601.3  ,      51
19625.7  ,      61
19650.1  ,      72
19674.5  ,      62
19698.9  ,      69
19723.3  ,      77
19747.7  ,      76
19772.2  ,      66
19796.6  ,      88
19821.0  ,      77
19845.4  ,      97
19869.8  ,      99
19894.2  ,      81
19918.6  ,      73
19943.1  ,      66
19967.5  ,      87
19991.9  ,      76
20016.3  ,      83
20040.7  ,      67
20065.1  ,      73
20089.5  ,      75
20113.9  ,      57
20138.4  ,      58
20162.8  ,      45
20187.2  ,      52
20211.6  ,      43
20236.0  ,      57
20260.4  ,      50
20284.8  ,      54
20309.3  ,      41
20333.7  ,      54
20358.1  ,      45
20382.5  ,      60
20406.9  ,      53
20431.3  ,      36
20455.7  ,      37
20480.1  ,      35
20504.6  ,      33
20529.0  ,      31
20553.4  ,      45
20577.8  ,      35
20602.2  ,      40
20626.6  ,      26
20651.0  ,      35
20675.5  ,      21
20699.9  ,      35
20724.3  ,      30
20748.7  ,      29
20773.1  ,      35
20797.5  ,      28
20821.9  ,      23
20846.4  ,      32
20870.8  ,      25
20895.2  ,      14
20919.6  ,      17
20944.0  ,      17
20968.4  ,      15
20992.8  ,      19
21017.2  ,      15
21041.7  ,      23
21066.1  ,      22
21090.5  ,      17
21114.9  ,      18
21139.3  ,      13
21163.7  ,      18
21188.1  ,      28
21212.6  ,      20
21237.0  ,      31
21261.4  ,      31
21285.8  ,      42
21310.2  ,      42
21334.6  ,      50
21359.0  ,      63
21383.4  ,      70
21407.9  ,      65
21432.3  ,      75
21456.7  ,      78
21481.1  ,      84
21505.5  ,      50
21529.9  ,      57
21554.3  ,      50
21578.8  ,      28
21603.2  ,      35
21627.6  ,      24
21652.0  ,      11
21676.4  ,      18
21700.8  ,      19
21725.2  ,      10
21749.7  ,       9
21774.1  ,       8
21798.5  ,       5
21822.9  ,       5
21847.3  ,      13
21871.7  ,      10
21896.1  ,      13
21920.5  ,       9
21945.0  ,       7
21969.4  ,      10
21993.8  ,      11
22018.2  ,      13
22042.6  ,      12
22067.0  ,      16
22091.4  ,      21
22115.9  ,      17
22140.3  ,      17
22164.7  ,      21
22189.1  ,      23
22213.5  ,      23
22237.9  ,      24
22262.3  ,      16
22286.7  ,      10
22311.2  ,       8
22335.6  ,      13
22360.0  ,      12
22384.4  ,      12
22408.8  ,       6
22433.2  ,       8
22457.6  ,       8
22482.1  ,       9
22506.5  ,      13
22530.9  ,       5
22555.3  ,      10
22579.7  ,       5
22604.1  ,       6
22628.5  ,      11
22652.9  ,      10
22677.4  ,       3
22701.8  ,       7
22726.2  ,       6
22750.6  ,       6
22775.0  ,      10
22799.4  ,       8
22823.8  ,       5
22848.3  ,       9
22872.7  ,       9
22897.1  ,       5
22921.5  ,       8
22945.9  ,       8
22970.3  ,       9
22994.7  ,      10
23019.2  ,       4
23043.6  ,       5
23068.0  ,       8
23092.4  ,      10
23116.8  ,       9
23141.2  ,       7
23165.6  ,       5
23190.0  ,       8
23214.5  ,       3
23238.9  ,       3
23263.3  ,       4
23287.7  ,       6
23312.1  ,       6
23336.5  ,       7
23360.9  ,       4
23385.4  ,       5
23409.8  ,       9
23434.2  ,       9
23458.6  ,       5
23483.0  ,       6
23507.4  ,       6
23531.8  ,       7
23556.2  ,       3
23580.7  ,       4
23605.1  ,      10
23629.5  ,       8
23653.9  ,       7
23678.3  ,       8
23702.7  ,       5
23727.1  ,       3
23751.6  ,       7
23776.0  ,       6
23800.4  ,       5
23824.8  ,       1
23849.2  ,       5
23873.6  ,       5
23898.0  ,      10
23922.5  ,       9
23946.9  ,      11
23971.3  ,       4
23995.7  ,       8
24020.1  ,       7
24044.5  ,       5
24068.9  ,       2
24093.3  ,       6
24117.8  ,      10
24142.2  ,       8
24166.6  ,       4
24191.0  ,       5
24215.4  ,       7
24239.8  ,       9
24264.2  ,       3
24288.7  ,      12
24313.1  ,       1
24337.5  ,      12
24361.9  ,       5
24386.3  ,       7
24410.7  ,       3
24435.1  ,       8
24459.5  ,       5
24484.0  ,       6
24508.4  ,      10
24532.8  ,       7
24557.2  ,       9
24581.6  ,       6
24606.0  ,       9
24630.4  ,       6
24654.9  ,       6
24679.3  ,       3
24703.7  ,       6
24728.1  ,       1
24752.5  ,       1
24776.9  ,       9
24801.3  ,       9
24825.7  ,       7
24850.2  ,       8
24874.6  ,       8
24899.0  ,       2
24923.4  ,       5
24947.8  ,       4
24972.2  ,      10
24996.6  ,       3
25021.1  ,       7
25045.5  ,       9
25069.9  ,       8
25094.3  ,       5
25118.7  ,       7
25143.1  ,       3
25167.5  ,       3
25192.0  ,       8
25216.4  ,      10
25240.8  ,       6
25265.2  ,       5
25289.6  ,       5
25314.0  ,      13
25338.4  ,       6
25362.8  ,      11
25387.3  ,       9
25411.7  ,       9
25436.1  ,       3
25460.5  ,   17827
