"oxide",  "APXS analysis ver 1","statistical uncertainty (precision)"
Na2O    ,  2.32    ,  0.14  
MgO     ,  6.82    ,  0.17  
Al2O3   ,  8.37    ,  0.19  
SiO2    , 42.35    ,  0.54  
P2O5    ,  0.60    ,  0.05  
SO3     ,  5.63    ,  0.12  
Cl      ,  1.01    ,  0.04  
K2O     ,  0.55    ,  0.02  
CaO     ,  6.98    ,  0.08  
TiO2    ,  1.13    ,  0.05  
Cr2O3   ,  0.70    ,  0.03  
MnO     ,  0.38    ,  0.03  
FeO     , 22.92    ,  0.26  
Ni      ,  0.0172  ,  0.0025
Zn      ,  0.0851  ,  0.0030
Br      ,  0.0395  ,  0.0015
