"oxide",  "APXS analysis ver 1","statistical uncertainty (precision)"
Na2O    ,  2.47    ,  0.14  
MgO     ,  7.09    ,  0.17  
Al2O3   ,  8.32    ,  0.19  
SiO2    , 41.96    ,  0.43  
P2O5    ,  0.56    ,  0.05  
SO3     ,  6.00    ,  0.08  
Cl      ,  0.97    ,  0.01  
K2O     ,  0.51    ,  0.02  
CaO     ,  6.87    ,  0.07  
TiO2    ,  1.05    ,  0.03  
Cr2O3   ,  0.72    ,  0.03  
MnO     ,  0.44    ,  0.01  
FeO     , 22.76    ,  0.26  
Ni      ,  0.0147  ,  0.0040
Zn      ,  0.0828  ,  0.0025
Br      ,  0.0380  ,  0.0015
