"oxide",  "APXS analysis ver 1","statistical uncertainty (precision)"
Na2O    ,  2.47    ,  0.14  
MgO     ,  6.97    ,  0.17  
Al2O3   ,  8.45    ,  0.29  
SiO2    , 42.42    ,  0.54  
P2O5    ,  0.53    ,  0.05  
SO3     ,  5.62    ,  0.15  
Cl      ,  0.96    ,  0.04  
K2O     ,  0.52    ,  0.02  
CaO     ,  6.97    ,  0.10  
TiO2    ,  1.03    ,  0.05  
Cr2O3   ,  0.69    ,  0.05  
MnO     ,  0.41    ,  0.03  
FeO     , 22.71    ,  0.26  
Ni      ,  0.0157  ,  0.0025
Zn      ,  0.0768  ,  0.0030
Br      ,  0.0374  ,  0.0015
