"Target: Aillik_RP_Spot1, Contains DAT files: APB_426100883ESC03220060804_______M2.DAT"
10277.1  ,      13
10301.5  ,      22
10325.9  ,      12
10350.3  ,       7
10374.8  ,      15
10399.2  ,      15
10423.6  ,      11
10448.0  ,       8
10472.4  ,      15
10496.8  ,      14
10521.2  ,      13
10545.7  ,      16
10570.1  ,      21
10594.5  ,      12
10618.9  ,      14
10643.3  ,      14
10667.7  ,      12
10692.2  ,      12
10716.6  ,      11
10741.0  ,       7
10765.4  ,      12
10789.8  ,      15
10814.2  ,       8
10838.6  ,      12
10863.1  ,      12
10887.5  ,      18
10911.9  ,      11
10936.3  ,      14
10960.7  ,      12
10985.1  ,      18
11009.6  ,      15
11034.0  ,      16
11058.4  ,      15
11082.8  ,      15
11107.2  ,      15
11131.6  ,      15
11156.0  ,      13
11180.5  ,      22
11204.9  ,      18
11229.3  ,      20
11253.7  ,      15
11278.1  ,      13
11302.5  ,      20
11327.0  ,      20
11351.4  ,      22
11375.8  ,      26
11400.2  ,      20
11424.6  ,      15
11449.0  ,      22
11473.5  ,      17
11497.9  ,      21
11522.3  ,      19
11546.7  ,      32
11571.1  ,      23
11595.5  ,      23
11619.9  ,      25
11644.4  ,      26
11668.8  ,      38
11693.2  ,      42
11717.6  ,      46
11742.0  ,      35
11766.4  ,      62
11790.9  ,      72
11815.3  ,     106
11839.7  ,     136
11864.1  ,     159
11888.5  ,     148
11912.9  ,     195
11937.3  ,     158
11961.8  ,     149
11986.2  ,     116
12010.6  ,      76
12035.0  ,      76
12059.4  ,      62
12083.8  ,      53
12108.3  ,      43
12132.7  ,      46
12157.1  ,      47
12181.5  ,      28
12205.9  ,      30
12230.3  ,      33
12254.7  ,      25
12279.2  ,      12
12303.6  ,      20
12328.0  ,      19
12352.4  ,      18
12376.8  ,      18
12401.2  ,      18
12425.7  ,      16
12450.1  ,      25
12474.5  ,      19
12498.9  ,      23
12523.3  ,      32
12547.7  ,      32
12572.1  ,      22
12596.6  ,      28
12621.0  ,      23
12645.4  ,      25
12669.8  ,      32
12694.2  ,      32
12718.6  ,      32
12743.1  ,      22
12767.5  ,      26
12791.9  ,      20
12816.3  ,      34
12840.7  ,      37
12865.1  ,      42
12889.5  ,      36
12914.0  ,      32
12938.4  ,      40
12962.8  ,      46
12987.2  ,      53
13011.6  ,      48
13036.0  ,      54
13060.5  ,      53
13084.9  ,      61
13109.3  ,      61
13133.7  ,      78
13158.1  ,      76
13182.5  ,      87
13206.9  ,     109
13231.4  ,     120
13255.8  ,     132
13280.2  ,     132
13304.6  ,     155
13329.0  ,     174
13353.4  ,     162
13377.9  ,     178
13402.3  ,     161
13426.7  ,     199
13451.1  ,     190
13475.5  ,     193
13499.9  ,     242
13524.3  ,     200
13548.8  ,     219
13573.2  ,     202
13597.6  ,     211
13622.0  ,     212
13646.4  ,     173
13670.8  ,     199
13695.3  ,     172
13719.7  ,     163
13744.1  ,     154
13768.5  ,     159
13792.9  ,     104
13817.3  ,     100
13841.7  ,     110
13866.2  ,      73
13890.6  ,      81
13915.0  ,      75
13939.4  ,      86
13963.8  ,      90
13988.2  ,      99
14012.7  ,      90
14037.1  ,     127
14061.5  ,     110
14085.9  ,     122
14110.3  ,     152
14134.7  ,     175
14159.1  ,     193
14183.6  ,     234
14208.0  ,     304
14232.4  ,     322
14256.8  ,     332
14281.2  ,     343
14305.6  ,     295
14330.1  ,     305
14354.5  ,     253
14378.9  ,     229
14403.3  ,     146
14427.7  ,     112
14452.1  ,      87
14476.6  ,      43
14501.0  ,      55
14525.4  ,      27
14549.8  ,      25
14574.2  ,      21
14598.6  ,      26
14623.0  ,      14
14647.5  ,      23
14671.9  ,      13
14696.3  ,      25
14720.7  ,      14
14745.1  ,      18
14769.5  ,      13
14794.0  ,      19
14818.4  ,      30
14842.8  ,      16
14867.2  ,      17
14891.6  ,      20
14916.0  ,      31
14940.4  ,      21
14964.9  ,      20
14989.3  ,      25
15013.7  ,      32
15038.1  ,      36
15062.5  ,      19
15086.9  ,      21
15111.4  ,      27
15135.8  ,      18
15160.2  ,      28
15184.6  ,      27
15209.0  ,      24
15233.4  ,      24
15257.8  ,      24
15282.3  ,      33
15306.7  ,      27
15331.1  ,      34
15355.5  ,      26
15379.9  ,      49
15404.3  ,      37
15428.8  ,      39
15453.2  ,      39
15477.6  ,      51
15502.0  ,      73
15526.4  ,      83
15550.8  ,      75
15575.2  ,     123
15599.7  ,     149
15624.1  ,     168
15648.5  ,     229
15672.9  ,     256
15697.3  ,     283
15721.7  ,     342
15746.2  ,     336
15770.6  ,     337
15795.0  ,     330
15819.4  ,     280
15843.8  ,     256
15868.2  ,     204
15892.6  ,     165
15917.1  ,     135
15941.5  ,     110
15965.9  ,      92
15990.3  ,      88
16014.7  ,      84
16039.1  ,      79
16063.6  ,      69
16088.0  ,      70
16112.4  ,      83
16136.8  ,      87
16161.2  ,      96
16185.6  ,     101
16210.0  ,      71
16234.5  ,      90
16258.9  ,     100
16283.3  ,      93
16307.7  ,      96
16332.1  ,     102
16356.5  ,     130
16381.0  ,     103
16405.4  ,     103
16429.8  ,     108
16454.2  ,     103
16478.6  ,      97
16503.0  ,      97
16527.4  ,     118
16551.9  ,      76
16576.3  ,      86
16600.7  ,     117
16625.1  ,     103
16649.5  ,     101
16673.9  ,     114
16698.4  ,     120
16722.8  ,     104
16747.2  ,     113
16771.6  ,     151
16796.0  ,     136
16820.4  ,     137
16844.8  ,     165
16869.3  ,     162
16893.7  ,     176
16918.1  ,     225
16942.5  ,     225
16966.9  ,     201
16991.3  ,     229
17015.8  ,     240
17040.2  ,     259
17064.6  ,     274
17089.0  ,     267
17113.4  ,     248
17137.8  ,     268
17162.2  ,     314
17186.7  ,     267
17211.1  ,     293
17235.5  ,     293
17259.9  ,     258
17284.3  ,     272
17308.7  ,     270
17333.2  ,     258
17357.6  ,     206
17382.0  ,     204
17406.4  ,     157
17430.8  ,     175
17455.2  ,     147
17479.6  ,     120
17504.1  ,     124
17528.5  ,     130
17552.9  ,     111
17577.3  ,     116
17601.7  ,     119
17626.1  ,     122
17650.6  ,     134
17675.0  ,     123
17699.4  ,     110
17723.8  ,     109
17748.2  ,      85
17772.6  ,      89
17797.1  ,      74
17821.5  ,      67
17845.9  ,      58
17870.3  ,      55
17894.7  ,      52
17919.1  ,      59
17943.5  ,      60
17968.0  ,      57
17992.4  ,      46
18016.8  ,      65
18041.2  ,      56
18065.6  ,      81
18090.0  ,      72
18114.5  ,      89
18138.9  ,     100
18163.3  ,     148
18187.7  ,     159
18212.1  ,     218
18236.5  ,     224
18260.9  ,     261
18285.4  ,     265
18309.8  ,     264
18334.2  ,     267
18358.6  ,     248
18383.0  ,     206
18407.4  ,     153
18431.9  ,     135
18456.3  ,     102
18480.7  ,      69
18505.1  ,      49
18529.5  ,      33
18553.9  ,      32
18578.3  ,      25
18602.8  ,      30
18627.2  ,      25
18651.6  ,       9
18676.0  ,      12
18700.4  ,      14
18724.8  ,      14
18749.3  ,      18
18773.7  ,      13
18798.1  ,       9
18822.5  ,      23
18846.9  ,      11
18871.3  ,      10
18895.7  ,      14
18920.2  ,      13
18944.6  ,      19
18969.0  ,      22
18993.4  ,      26
19017.8  ,      14
19042.2  ,      15
19066.7  ,      19
19091.1  ,      26
19115.5  ,      17
19139.9  ,      20
19164.3  ,      24
19188.7  ,      25
19213.1  ,      26
19237.6  ,      23
19262.0  ,      22
19286.4  ,      23
19310.8  ,      31
19335.2  ,      22
19359.6  ,      28
19384.1  ,      40
19408.5  ,      37
19432.9  ,      34
19457.3  ,      50
19481.7  ,      33
19506.1  ,      40
19530.5  ,      42
19555.0  ,      40
19579.4  ,      35
19603.8  ,      51
19628.2  ,      57
19652.6  ,      54
19677.0  ,      48
19701.5  ,      63
19725.9  ,      53
19750.3  ,      76
19774.7  ,      64
19799.1  ,      62
19823.5  ,      72
19847.9  ,      72
19872.4  ,      63
19896.8  ,      52
19921.2  ,      65
19945.6  ,      65
19970.0  ,      64
19994.4  ,      46
20018.9  ,      61
20043.3  ,      63
20067.7  ,      64
20092.1  ,      55
20116.5  ,      53
20140.9  ,      40
20165.3  ,      53
20189.8  ,      38
20214.2  ,      61
20238.6  ,      39
20263.0  ,      40
20287.4  ,      31
20311.8  ,      38
20336.3  ,      28
20360.7  ,      43
20385.1  ,      30
20409.5  ,      31
20433.9  ,      30
20458.3  ,      42
20482.7  ,      20
20507.2  ,      37
20531.6  ,      45
20556.0  ,      24
20580.4  ,      27
20604.8  ,      18
20629.2  ,      15
20653.7  ,      28
20678.1  ,      18
20702.5  ,      28
20726.9  ,      20
20751.3  ,      21
20775.7  ,      12
20800.2  ,      19
20824.6  ,      20
20849.0  ,      20
20873.4  ,      22
20897.8  ,      16
20922.2  ,      12
20946.6  ,      17
20971.1  ,      13
20995.5  ,      12
21019.9  ,      11
21044.3  ,      16
21068.7  ,      11
21093.1  ,       8
21117.6  ,       8
21142.0  ,      13
21166.4  ,      18
21190.8  ,      18
21215.2  ,      18
21239.6  ,      23
21264.0  ,      36
21288.5  ,      28
21312.9  ,      39
21337.3  ,      38
21361.7  ,      33
21386.1  ,      51
21410.5  ,      57
21435.0  ,      55
21459.4  ,      65
21483.8  ,      58
21508.2  ,      44
21532.6  ,      38
21557.0  ,      37
21581.4  ,      32
21605.9  ,      21
21630.3  ,      25
21654.7  ,      17
21679.1  ,      12
21703.5  ,      14
21727.9  ,       8
21752.4  ,       7
21776.8  ,       7
21801.2  ,       6
21825.6  ,       8
21850.0  ,       6
21874.4  ,       9
21898.8  ,       7
21923.3  ,      12
21947.7  ,      10
21972.1  ,      10
21996.5  ,       7
22020.9  ,      17
22045.3  ,      15
22069.8  ,       9
22094.2  ,      15
22118.6  ,      22
22143.0  ,       9
22167.4  ,      17
22191.8  ,      11
22216.2  ,      17
22240.7  ,      13
22265.1  ,      14
22289.5  ,       8
22313.9  ,      13
22338.3  ,       8
22362.7  ,       8
22387.2  ,       4
22411.6  ,       9
22436.0  ,       3
22460.4  ,       8
22484.8  ,       6
22509.2  ,       6
22533.6  ,       7
22558.1  ,       3
22582.5  ,       4
22606.9  ,       4
22631.3  ,       8
22655.7  ,       7
22680.1  ,       5
22704.6  ,       2
22729.0  ,       5
22753.4  ,       5
22777.8  ,       5
22802.2  ,       2
22826.6  ,       5
22851.0  ,       6
22875.5  ,       1
22899.9  ,       7
22924.3  ,       5
22948.7  ,       3
22973.1  ,      11
22997.5  ,       3
23022.0  ,       6
23046.4  ,       1
23070.8  ,       8
23095.2  ,       5
23119.6  ,       7
23144.0  ,       5
23168.4  ,      12
23192.9  ,       9
23217.3  ,       7
23241.7  ,       6
23266.1  ,       4
23290.5  ,       9
23314.9  ,       7
23339.4  ,       2
23363.8  ,       4
23388.2  ,       8
23412.6  ,       4
23437.0  ,       6
23461.4  ,       4
23485.8  ,       4
23510.3  ,       8
23534.7  ,       5
23559.1  ,       3
23583.5  ,       7
23607.9  ,       4
23632.3  ,      13
23656.8  ,       4
23681.2  ,       3
23705.6  ,       6
23730.0  ,       4
23754.4  ,       7
23778.8  ,       6
23803.3  ,       2
23827.7  ,       6
23852.1  ,       4
23876.5  ,       1
23900.9  ,       5
23925.3  ,       7
23949.7  ,       4
23974.2  ,       6
23998.6  ,       7
24023.0  ,       8
24047.4  ,       4
24071.8  ,       3
24096.2  ,       7
24120.7  ,       6
24145.1  ,       8
24169.5  ,       7
24193.9  ,       4
24218.3  ,       5
24242.7  ,       5
24267.1  ,       8
24291.6  ,       3
24316.0  ,       3
24340.4  ,      10
24364.8  ,       3
24389.2  ,       4
24413.6  ,       9
24438.1  ,       6
24462.5  ,      11
24486.9  ,       4
24511.3  ,       6
24535.7  ,       8
24560.1  ,       8
24584.5  ,       8
24609.0  ,       5
24633.4  ,       5
24657.8  ,       6
24682.2  ,       7
24706.6  ,       5
24731.0  ,       6
24755.5  ,       7
24779.9  ,       3
24804.3  ,       5
24828.7  ,       2
24853.1  ,       5
24877.5  ,       5
24901.9  ,       3
24926.4  ,       7
24950.8  ,       6
24975.2  ,       6
24999.6  ,       5
25024.0  ,       6
25048.4  ,       3
25072.9  ,       8
25097.3  ,       3
25121.7  ,       5
25146.1  ,       7
25170.5  ,      12
25194.9  ,       5
25219.3  ,       8
25243.8  ,       6
25268.2  ,      11
25292.6  ,       8
25317.0  ,       8
25341.4  ,       6
25365.8  ,       7
25390.3  ,       5
25414.7  ,      12
25439.1  ,       6
25463.5  ,   15344
