"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.78    ,  0.14  
MgO     ,  8.27    ,  0.17  
Al2O3   ,  9.41    ,  0.19  
SiO2    , 43.05    ,  0.54  
P2O5    ,  0.85    ,  0.05  
SO3     ,  5.12    ,  0.08  
Cl      ,  0.64    ,  0.01  
K2O     ,  0.45    ,  0.02  
CaO     ,  7.17    ,  0.08  
TiO2    ,  1.10    ,  0.03  
Cr2O3   ,  0.50    ,  0.01  
MnO     ,  0.42    ,  0.01  
FeO     , 20.09    ,  0.26  
Ni      ,  0.0517  ,  0.0030
Zn      ,  0.0355  ,  0.0015
Br      ,  0.0026  ,  0.0005
