"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.44    ,  0.14  
MgO     , 10.97    ,  0.25  
Al2O3   ,  8.57    ,  0.19  
SiO2    , 43.93    ,  0.54  
P2O5    ,  0.74    ,  0.05  
SO3     ,  2.61    ,  0.05  
Cl      ,  0.44    ,  0.02  
K2O     ,  0.37    ,  0.01  
CaO     ,  6.94    ,  0.07  
TiO2    ,  0.88    ,  0.03  
Cr2O3   ,  0.45    ,  0.01  
MnO     ,  0.43    ,  0.01  
FeO     , 21.11    ,  0.26  
Ni      ,  0.0706  ,  0.0040
Zn      ,  0.0175  ,  0.0010
Br      ,  0.0035  ,  0.0005
