"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.10    ,  0.20  
MgO     ,  4.96    ,  0.25  
Al2O3   ,  7.75    ,  0.19  
SiO2    , 42.08    ,  0.54  
P2O5    ,  1.13    ,  0.09  
SO3     , 13.31    ,  0.32  
Cl      ,  0.84    ,  0.06  
K2O     ,  0.69    ,  0.05  
CaO     ,  7.68    ,  0.14  
TiO2    ,  1.04    ,  0.07  
Cr2O3   ,  0.35    ,  0.05  
MnO     ,  0.23    ,  0.04  
FeO     , 17.33    ,  0.20  
Ni      ,  0.0903  ,  0.0080
Zn      ,  0.1033  ,  0.0060
Br      ,  0.0071  ,  0.0015
