"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.53    ,  0.14  
MgO     ,  5.29    ,  0.17  
Al2O3   ,  8.86    ,  0.19  
SiO2    , 46.39    ,  0.54  
P2O5    ,  0.83    ,  0.05  
SO3     ,  8.86    ,  0.10  
Cl      ,  0.88    ,  0.02  
K2O     ,  0.87    ,  0.04  
CaO     ,  6.27    ,  0.07  
TiO2    ,  1.00    ,  0.03  
Cr2O3   ,  0.32    ,  0.01  
MnO     ,  0.11    ,  0.01  
FeO     , 17.51    ,  0.20  
Ni      ,  0.0739  ,  0.0040
Zn      ,  0.0787  ,  0.0025
Br      ,  0.0254  ,  0.0010
