"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.50    ,  0.14  
MgO     ,  6.65    ,  0.17  
Al2O3   ,  9.22    ,  0.19  
SiO2    , 46.59    ,  0.54  
P2O5    ,  1.03    ,  0.07  
SO3     ,  6.65    ,  0.12  
Cl      ,  1.00    ,  0.03  
K2O     ,  0.77    ,  0.02  
CaO     ,  4.85    ,  0.06  
TiO2    ,  1.08    ,  0.03  
Cr2O3   ,  0.33    ,  0.03  
MnO     ,  0.31    ,  0.03  
FeO     , 18.56    ,  0.20  
Ni      ,  0.1139  ,  0.0060
Zn      ,  0.2037  ,  0.0065
Br      ,  0.0301  ,  0.0010
