"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.40    ,  0.20  
MgO     ,  6.40    ,  0.25  
Al2O3   ,  8.17    ,  0.29  
SiO2    , 45.65    ,  0.64  
P2O5    ,  0.80    ,  0.07  
SO3     ,  7.61    ,  0.20  
Cl      ,  1.10    ,  0.05  
K2O     ,  0.95    ,  0.04  
CaO     ,  4.79    ,  0.10  
TiO2    ,  1.05    ,  0.09  
Cr2O3   ,  0.32    ,  0.05  
MnO     ,  0.17    ,  0.03  
FeO     , 20.15    ,  0.26  
Ni      ,  0.1115  ,  0.0070
Zn      ,  0.1340  ,  0.0050
Br      ,  0.0573  ,  0.0025
