"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.58    ,  0.14  
MgO     ,  9.25    ,  0.25  
Al2O3   ,  8.70    ,  0.19  
SiO2    , 44.45    ,  0.54  
P2O5    ,  0.72    ,  0.05  
SO3     ,  3.89    ,  0.10  
Cl      ,  1.59    ,  0.04  
K2O     ,  0.32    ,  0.01  
CaO     ,  6.13    ,  0.07  
TiO2    ,  0.89    ,  0.05  
Cr2O3   ,  0.43    ,  0.03  
MnO     ,  0.20    ,  0.03  
FeO     , 20.52    ,  0.26  
Ni      ,  0.0407  ,  0.0025
Zn      ,  0.0353  ,  0.0015
Br      ,  0.0109  ,  0.0010
