"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.90    ,  0.20  
MgO     ,  8.61    ,  0.50  
Al2O3   ,  9.43    ,  0.48  
SiO2    , 44.84    ,  0.96  
P2O5    ,  0.95    ,  0.12  
SO3     ,  8.56    ,  0.45  
Cl      ,  0.71    ,  0.06  
K2O     ,  0.70    ,  0.05  
CaO     ,  6.20    ,  0.32  
TiO2    ,  0.97    ,  0.07  
Cr2O3   ,  0.32    ,  0.05  
MnO     ,  0.33    ,  0.04  
FeO     , 15.22    ,  0.33  
Ni      ,  0.0750  ,  0.0075
Zn      ,  0.1145  ,  0.0060
Br      ,  0.0032  ,  0.0015
