"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.46    ,  0.14  
MgO     ,  7.04    ,  0.17  
Al2O3   ,  9.52    ,  0.29  
SiO2    , 42.49    ,  0.43  
P2O5    ,  0.93    ,  0.07  
SO3     ,  4.86    ,  0.08  
Cl      ,  1.17    ,  0.03  
K2O     ,  0.45    ,  0.02  
CaO     ,  9.04    ,  0.10  
TiO2    ,  1.01    ,  0.03  
Cr2O3   ,  0.41    ,  0.01  
MnO     ,  0.44    ,  0.01  
FeO     , 19.83    ,  0.26  
Ni      ,  0.0544  ,  0.0030
Zn      ,  0.0776  ,  0.0025
Br      ,  0.0265  ,  0.0010
