"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  1.78    ,  0.07  
MgO     ,  5.62    ,  0.17  
Al2O3   ,  7.19    ,  0.19  
SiO2    , 38.41    ,  0.43  
P2O5    ,  0.94    ,  0.07  
SO3     , 12.92    ,  0.15  
Cl      ,  0.32    ,  0.01  
K2O     ,  0.60    ,  0.02  
CaO     ,  9.41    ,  0.10  
TiO2    ,  1.15    ,  0.05  
Cr2O3   ,  0.38    ,  0.01  
MnO     ,  0.58    ,  0.01  
FeO     , 20.09    ,  0.26  
Ni      ,  0.0775  ,  0.0040
Zn      ,  0.4164  ,  0.0125
Br      ,  0.0107  ,  0.0005
