"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.38    ,  0.27  
MgO     ,  5.00    ,  0.42  
Al2O3   ,  9.54    ,  0.48  
SiO2    , 50.45    ,  0.75  
P2O5    ,  0.52    ,  0.09  
SO3     ,  6.01    ,  0.20  
Cl      ,  1.09    ,  0.05  
K2O     ,  0.99    ,  0.04  
CaO     ,  4.76    ,  0.08  
TiO2    ,  1.14    ,  0.09  
Cr2O3   ,  0.29    ,  0.03  
MnO     ,  0.28    ,  0.03  
FeO     , 17.18    ,  0.20  
Ni      ,  0.0879  ,  0.0060
Zn      ,  0.1037  ,  0.0040
Br      ,  0.0037  ,  0.0010
