"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  0.50    ,  0.27  
MgO     , 12.84    ,  0.33  
Al2O3   ,  5.73    ,  0.29  
SiO2    , 39.86    ,  0.54  
P2O5    ,  0.74    ,  0.07  
SO3     ,  2.72    ,  0.15  
Cl      ,  0.85    ,  0.06  
K2O     ,  3.73    ,  0.12  
CaO     ,  4.80    ,  0.11  
TiO2    ,  1.20    ,  0.07  
Cr2O3   ,  0.38    ,  0.05  
MnO     ,  0.52    ,  0.04  
FeO     , 25.56    ,  0.26  
Ni      ,  0.0305  ,  0.0065
Zn      ,  0.3904  ,  0.0120
Br      ,  0.0721  ,  0.0030
