"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.63    ,  0.14  
MgO     ,  4.50    ,  0.17  
Al2O3   ,  9.54    ,  0.29  
SiO2    , 51.21    ,  0.54  
P2O5    ,  0.70    ,  0.05  
SO3     ,  2.97    ,  0.05  
Cl      ,  1.01    ,  0.02  
K2O     ,  1.12    ,  0.04  
CaO     ,  2.38    ,  0.03  
TiO2    ,  1.15    ,  0.05  
Cr2O3   ,  0.33    ,  0.01  
MnO     ,  0.19    ,  0.01  
FeO     , 21.96    ,  0.26  
Ni      ,  0.0964  ,  0.0050
Zn      ,  0.1123  ,  0.0035
Br      ,  0.0211  ,  0.0010
