"oxide",  "APXS analysis ver 2","statistical uncertainty (precision)"
Na2O    ,  2.31    ,  0.14  
MgO     ,  5.69    ,  0.17  
Al2O3   ,  9.07    ,  0.19  
SiO2    , 49.19    ,  0.54  
P2O5    ,  0.79    ,  0.05  
SO3     ,  4.25    ,  0.08  
Cl      ,  1.45    ,  0.02  
K2O     ,  1.29    ,  0.05  
CaO     ,  3.49    ,  0.04  
TiO2    ,  1.16    ,  0.05  
Cr2O3   ,  0.35    ,  0.01  
MnO     ,  0.17    ,  0.01  
FeO     , 20.37    ,  0.26  
Ni      ,  0.0961  ,  0.0050
Zn      ,  0.1819  ,  0.0055
Br      ,  0.0685  ,  0.0025
