"oxide",  "APXS analysis ver 1","statistical uncertainty (precision)"
Na2O    ,  2.17    ,  0.13  
MgO     ,  6.68    ,  0.41  
Al2O3   ,  8.52    ,  0.47  
SiO2    , 43.27    ,  0.96  
P2O5    ,  0.64    ,  0.07  
SO3     ,  6.54    ,  0.35  
Cl      ,  1.04    ,  0.06  
K2O     ,  0.69    ,  0.04  
CaO     ,  6.05    ,  0.31  
TiO2    ,  1.34    ,  0.08  
Cr2O3   ,  0.24    ,  0.03  
MnO     ,  0.25    ,  0.03  
FeO     , 22.28    ,  0.45  
Ni      ,  0.0387  ,  0.0035
Zn      ,  0.0591  ,  0.0030
Br      ,  0.0297  ,  0.0015
